"School_Name","Region","Salary_Type","Salary"
"State University of New York (SUNY) at Buffalo","Northeastern","Mid_Career_Median_Salary",81700
"State University of New York (SUNY) at Geneseo","Northeastern","Mid_Career_Median_Salary",81300
"Fashion Institute of Technology","Northeastern","Mid_Career_Median_Salary",81000
"Philadelphia University","Northeastern","Mid_Career_Median_Salary",80300
"Ursinus College","Northeastern","Mid_Career_Median_Salary",80000
"Adelphi University","Northeastern","Mid_Career_Median_Salary",79200
"Juniata College","Northeastern","Mid_Career_Median_Salary",78900
"Fairleigh Dickinson University","Northeastern","Mid_Career_Median_Salary",78700
"University of New Hampshire (UNH)","Northeastern","Mid_Career_Median_Salary",78300
"University of Massachusetts (UMass) - Boston","Northeastern","Mid_Career_Median_Salary",78200
"State University of New York (SUNY) at Oswego","Northeastern","Mid_Career_Median_Salary",77800
"University of Massachusetts (UMass) - Dartmouth","Northeastern","Mid_Career_Median_Salary",77700
"State University of New York (SUNY) at Oneonta","Northeastern","Mid_Career_Median_Salary",76700
"Quinnipiac University","Northeastern","Mid_Career_Median_Salary",76500
"State University of New York (SUNY) at Plattsburgh","Northeastern","Mid_Career_Median_Salary",76200
"Sacred Heart University","Northeastern","Mid_Career_Median_Salary",75300
"Skidmore College","Northeastern","Mid_Career_Median_Salary",74600
"Moravian College","Northeastern","Mid_Career_Median_Salary",74400
"Penn State - Harrisburg","Northeastern","Mid_Career_Median_Salary",74000
"Suffolk University","Northeastern","Mid_Career_Median_Salary",74000
"Fitchburg State College","Northeastern","Mid_Career_Median_Salary",72600
"Roger Williams University","Northeastern","Mid_Career_Median_Salary",72300
"University Of Maine","Northeastern","Mid_Career_Median_Salary",72100
"State University of New York (SUNY) at Potsdam","Northeastern","Mid_Career_Median_Salary",70300
"Niagara University","Northeastern","Mid_Career_Median_Salary",69700
"State University of New York (SUNY) at Fredonia","Northeastern","Mid_Career_Median_Salary",66200
"University of Southern Maine","Northeastern","Mid_Career_Median_Salary",63600
"Mercy College","Northeastern","Mid_Career_Median_Salary",62600
"Stanford University","California","Mid_Career_10th_Percentile_Salary",68400
"California Institute of Technology (CIT)","California","Mid_Career_10th_Percentile_Salary",NA
"Harvey Mudd College","California","Mid_Career_10th_Percentile_Salary",NA
"University of California, Berkeley","California","Mid_Career_10th_Percentile_Salary",59500
"Occidental College","California","Mid_Career_10th_Percentile_Salary",NA
"Cal Poly San Luis Obispo","California","Mid_Career_10th_Percentile_Salary",55000
"University of California at Los Angeles (UCLA)","California","Mid_Career_10th_Percentile_Salary",51300
"University of California, San Diego (UCSD)","California","Mid_Career_10th_Percentile_Salary",51700
"Pomona College","California","Mid_Career_10th_Percentile_Salary",NA
"University of Southern California (USC)","California","Mid_Career_10th_Percentile_Salary",49700
"University of California, Davis","California","Mid_Career_10th_Percentile_Salary",52000
"University of California, Irvine (UCI)","California","Mid_Career_10th_Percentile_Salary",47800
"San Jose State University (SJSU)","California","Mid_Career_10th_Percentile_Salary",50700
"University of California, Santa Barbara (UCSB)","California","Mid_Career_10th_Percentile_Salary",51300
"California State University (CSU), Chico","California","Mid_Career_10th_Percentile_Salary",46800
"California State University, Fullerton (CSUF)","California","Mid_Career_10th_Percentile_Salary",45400
"San Francisco State University (SFSU)","California","Mid_Career_10th_Percentile_Salary",45100
"San Diego State University (SDSU)","California","Mid_Career_10th_Percentile_Salary",45500
"California State University, Long Beach (CSULB)","California","Mid_Career_10th_Percentile_Salary",47400
"California State University, East Bay (CSUEB)","California","Mid_Career_10th_Percentile_Salary",46000
"University of California, Santa Cruz (UCSC)","California","Mid_Career_10th_Percentile_Salary",46100
"California State University, Sacramento (CSUS)","California","Mid_Career_10th_Percentile_Salary",42900
"University of California, Riverside (UCR)","California","Mid_Career_10th_Percentile_Salary",37200
"California State University, Northridge (CSUN)","California","Mid_Career_10th_Percentile_Salary",44500
"California State University, Dominguez Hills (CSUDH)","California","Mid_Career_10th_Percentile_Salary",30800
"California State University (CSU), Stanislaus","California","Mid_Career_10th_Percentile_Salary",NA
"Humboldt State University","California","Mid_Career_10th_Percentile_Salary",36000
"Thomas Aquinas College","California","Mid_Career_10th_Percentile_Salary",NA
"Colorado School of Mines","Western","Mid_Career_10th_Percentile_Salary",62200
"University of Colorado - Boulder (UCB)","Western","Mid_Career_10th_Percentile_Salary",51600
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Mid_Career_10th_Percentile_Salary",NA
"Brigham Young University (BYU)","Western","Mid_Career_10th_Percentile_Salary",50600
"University of Arizona","Western","Mid_Career_10th_Percentile_Salary",44800
"University of Washington (UW)","Western","Mid_Career_10th_Percentile_Salary",47000
"Washington State University (WSU)","Western","Mid_Career_10th_Percentile_Salary",43600
"University of Colorado - Denver","Western","Mid_Career_10th_Percentile_Salary",46400
"Arizona State University (ASU)","Western","Mid_Career_10th_Percentile_Salary",44600
"Oregon State University (OSU)","Western","Mid_Career_10th_Percentile_Salary",46900
"University of Utah","Western","Mid_Career_10th_Percentile_Salary",43000
"University of Nevada, Reno (UNR)","Western","Mid_Career_10th_Percentile_Salary",41900
"Seattle University","Western","Mid_Career_10th_Percentile_Salary",50600
"University of Idaho","Western","Mid_Career_10th_Percentile_Salary",43000
"University of New Mexico (UNM)","Western","Mid_Career_10th_Percentile_Salary",41800
"University of Puget Sound","Western","Mid_Career_10th_Percentile_Salary",48900
"Colorado College (CC)","Western","Mid_Career_10th_Percentile_Salary",NA
"Reed College","Western","Mid_Career_10th_Percentile_Salary",NA
"Whitman College","Western","Mid_Career_10th_Percentile_Salary",NA
"New Mexico State University","Western","Mid_Career_10th_Percentile_Salary",37400
"Colorado State University (CSU)","Western","Mid_Career_10th_Percentile_Salary",43800
"University of Wyoming (UW)","Western","Mid_Career_10th_Percentile_Salary",41500
"Utah State University","Western","Mid_Career_10th_Percentile_Salary",41600
"University of Oregon","Western","Mid_Career_10th_Percentile_Salary",38100
"Montana State University - Bozeman","Western","Mid_Career_10th_Percentile_Salary",40200
"Gonzaga University","Western","Mid_Career_10th_Percentile_Salary",47000
"University of Hawaii","Western","Mid_Career_10th_Percentile_Salary",40400
"Western Washington University","Western","Mid_Career_10th_Percentile_Salary",41300
"Regis University","Western","Mid_Career_10th_Percentile_Salary",41000
"Idaho State University","Western","Mid_Career_10th_Percentile_Salary",35400
"University of Alaska, Anchorage","Western","Mid_Career_10th_Percentile_Salary",39800
"Lewis & Clark College","Western","Mid_Career_10th_Percentile_Salary",38200
"University of Montana","Western","Mid_Career_10th_Percentile_Salary",37000
"University of Nevada, Las Vegas (UNLV)","Western","Mid_Career_10th_Percentile_Salary",39000
"Portland State University (PSU)","Western","Mid_Career_10th_Percentile_Salary",40700
"Eastern Washington University","Western","Mid_Career_10th_Percentile_Salary",36000
"Fort Lewis College","Western","Mid_Career_10th_Percentile_Salary",NA
"Boise State University (BSU)","Western","Mid_Career_10th_Percentile_Salary",37400
"Utah Valley State College","Western","Mid_Career_10th_Percentile_Salary",NA
"Evergreen State College","Western","Mid_Career_10th_Percentile_Salary",38800
"Southern Utah University","Western","Mid_Career_10th_Percentile_Salary",NA
"Montana State University - Billings","Western","Mid_Career_10th_Percentile_Salary",NA
"University of Notre Dame","Midwestern","Mid_Career_10th_Percentile_Salary",66400
"University Of Chicago","Midwestern","Mid_Career_10th_Percentile_Salary",62200
"Carleton College","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"Illinois Institute of Technology (IIT)","Midwestern","Mid_Career_10th_Percentile_Salary",56100
"Case Western Reserve University","Midwestern","Mid_Career_10th_Percentile_Salary",54900
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Mid_Career_10th_Percentile_Salary",48200
"Northwestern University","Midwestern","Mid_Career_10th_Percentile_Salary",51900
"University of Missouri - Rolla (UMR)","Midwestern","Mid_Career_10th_Percentile_Salary",67600
"South Dakota School of Mines & Technology","Midwestern","Mid_Career_10th_Percentile_Salary",71500
"University of Michigan","Midwestern","Mid_Career_10th_Percentile_Salary",50900
"Purdue University","Midwestern","Mid_Career_10th_Percentile_Salary",49900
"Marquette University","Midwestern","Mid_Career_10th_Percentile_Salary",49500
"DePauw University","Midwestern","Mid_Career_10th_Percentile_Salary",49500
"University of Wisconsin (UW) - Madison","Midwestern","Mid_Career_10th_Percentile_Salary",47400
"Bradley University","Midwestern","Mid_Career_10th_Percentile_Salary",45900
"St. Olaf College","Midwestern","Mid_Career_10th_Percentile_Salary",41300
"Michigan State University (MSU)","Midwestern","Mid_Career_10th_Percentile_Salary",44200
"DePaul University","Midwestern","Mid_Career_10th_Percentile_Salary",50300
"Iowa State University","Midwestern","Mid_Career_10th_Percentile_Salary",44400
"University of Minnesota","Midwestern","Mid_Career_10th_Percentile_Salary",49000
"Indiana University (IU), Bloomington","Midwestern","Mid_Career_10th_Percentile_Salary",43600
"University of Iowa (UI)","Midwestern","Mid_Career_10th_Percentile_Salary",43300
"Ohio State University (OSU)","Midwestern","Mid_Career_10th_Percentile_Salary",45500
"Denison University","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"University of Illinois at Chicago","Midwestern","Mid_Career_10th_Percentile_Salary",44700
"Oberlin College","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"University of Kansas","Midwestern","Mid_Career_10th_Percentile_Salary",44800
"University of Missouri - Columbia","Midwestern","Mid_Career_10th_Percentile_Salary",43500
"University of Nebraska","Midwestern","Mid_Career_10th_Percentile_Salary",42200
"Northern Illinois University (NIU)","Midwestern","Mid_Career_10th_Percentile_Salary",43900
"Gustavus Adolphus College","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"University of North Dakota","Midwestern","Mid_Career_10th_Percentile_Salary",43400
"Kansas State University (KSU)","Midwestern","Mid_Career_10th_Percentile_Salary",37200
"University of Wisconsin (UW) - Platteville","Midwestern","Mid_Career_10th_Percentile_Salary",48400
"Wittenberg University","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"North Dakota State University (NDSU)","Midwestern","Mid_Career_10th_Percentile_Salary",39000
"Grinnell College","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"Wayne State University","Midwestern","Mid_Career_10th_Percentile_Salary",40100
"University of Toledo","Midwestern","Mid_Career_10th_Percentile_Salary",40100
"University of Wisconsin (UW) - Whitewater","Midwestern","Mid_Career_10th_Percentile_Salary",38200
"Minnesota State University - Mankato","Midwestern","Mid_Career_10th_Percentile_Salary",39500
"University of Wisconsin (UW) - Milwaukee","Midwestern","Mid_Career_10th_Percentile_Salary",40600
"Western Michigan University (WMU)","Midwestern","Mid_Career_10th_Percentile_Salary",40100
"South Dakota State University (SDSU)","Midwestern","Mid_Career_10th_Percentile_Salary",34100
"Ohio University","Midwestern","Mid_Career_10th_Percentile_Salary",36600
"Illinois State University","Midwestern","Mid_Career_10th_Percentile_Salary",39100
"Cleveland State University","Midwestern","Mid_Career_10th_Percentile_Salary",39500
"University of Nebraska at Omaha","Midwestern","Mid_Career_10th_Percentile_Salary",39500
"Southern Illinois University Carbondale","Midwestern","Mid_Career_10th_Percentile_Salary",38300
"Eastern Michigan University","Midwestern","Mid_Career_10th_Percentile_Salary",37900
"Bowling Green State University","Midwestern","Mid_Career_10th_Percentile_Salary",38200
"St. Cloud State University","Midwestern","Mid_Career_10th_Percentile_Salary",38700
"University of Wisconsin (UW) - Parkside","Midwestern","Mid_Career_10th_Percentile_Salary",40900
"University of Akron","Midwestern","Mid_Career_10th_Percentile_Salary",40600
"Missouri State University (MSU)","Midwestern","Mid_Career_10th_Percentile_Salary",33300
"University of Wisconsin (UW) - La Crosse","Midwestern","Mid_Career_10th_Percentile_Salary",37500
"University of Wisconsin (UW) - Stout","Midwestern","Mid_Career_10th_Percentile_Salary",40900
"Robert Morris College (RMC)","Midwestern","Mid_Career_10th_Percentile_Salary",37300
"University of Missouri - St. Louis (UMSL)","Midwestern","Mid_Career_10th_Percentile_Salary",36800
"University of Wisconsin (UW) - Oshkosh","Midwestern","Mid_Career_10th_Percentile_Salary",37700
"University of Missouri - Kansas City (UMKC)","Midwestern","Mid_Career_10th_Percentile_Salary",36300
"University of Wisconsin (UW) - Eau Claire","Midwestern","Mid_Career_10th_Percentile_Salary",35000
"Ball State University (BSU)","Midwestern","Mid_Career_10th_Percentile_Salary",35500
"Park University","Midwestern","Mid_Career_10th_Percentile_Salary",37200
"University of Wisconsin (UW) - Stevens Point","Midwestern","Mid_Career_10th_Percentile_Salary",38400
"Kent State University","Midwestern","Mid_Career_10th_Percentile_Salary",36100
"University of Wisconsin (UW) - Green Bay","Midwestern","Mid_Career_10th_Percentile_Salary",35500
"Indiana Wesleyan University (IWU)","Midwestern","Mid_Career_10th_Percentile_Salary",39600
"Pittsburg State University","Midwestern","Mid_Career_10th_Percentile_Salary",25600
"Davenport University","Midwestern","Mid_Career_10th_Percentile_Salary",31600
"Black Hills State University","Midwestern","Mid_Career_10th_Percentile_Salary",NA
"Rice University","Southern","Mid_Career_10th_Percentile_Salary",55900
"Georgetown University","Southern","Mid_Career_10th_Percentile_Salary",60300
"Duke University","Southern","Mid_Career_10th_Percentile_Salary",56000
"Georgia Institute of Technology","Southern","Mid_Career_10th_Percentile_Salary",67200
"Washington and Lee University","Southern","Mid_Career_10th_Percentile_Salary",NA
"Vanderbilt University","Southern","Mid_Career_10th_Percentile_Salary",49900
"Davidson College","Southern","Mid_Career_10th_Percentile_Salary",NA
"University of Virginia (UVA)","Southern","Mid_Career_10th_Percentile_Salary",52200
"George Washington University (GWU)","Southern","Mid_Career_10th_Percentile_Salary",48400
"Texas A&M University","Southern","Mid_Career_10th_Percentile_Salary",51100
"Tulane University","Southern","Mid_Career_10th_Percentile_Salary",46500
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Mid_Career_10th_Percentile_Salary",50600
"University of Maryland, College Park","Southern","Mid_Career_10th_Percentile_Salary",50400
"University of Richmond","Southern","Mid_Career_10th_Percentile_Salary",44500
"University of Texas (UT) - Austin","Southern","Mid_Career_10th_Percentile_Salary",50100
"Emory University","Southern","Mid_Career_10th_Percentile_Salary",52500
"American University, Washington D.C.","Southern","Mid_Career_10th_Percentile_Salary",45200
"University of Tulsa","Southern","Mid_Career_10th_Percentile_Salary",42300
"Baylor University","Southern","Mid_Career_10th_Percentile_Salary",46300
"University of Florida (UF)","Southern","Mid_Career_10th_Percentile_Salary",45400
"Louisiana State University (LSU)","Southern","Mid_Career_10th_Percentile_Salary",43700
"George Mason University","Southern","Mid_Career_10th_Percentile_Salary",51300
"Clemson University","Southern","Mid_Career_10th_Percentile_Salary",50500
"University of Georgia (UGA)","Southern","Mid_Career_10th_Percentile_Salary",43100
"Auburn University","Southern","Mid_Career_10th_Percentile_Salary",45400
"University of Delaware","Southern","Mid_Career_10th_Percentile_Salary",44500
"Randolph-Macon College","Southern","Mid_Career_10th_Percentile_Salary",NA
"North Carolina State University (NCSU)","Southern","Mid_Career_10th_Percentile_Salary",49200
"University of Oklahoma","Southern","Mid_Career_10th_Percentile_Salary",41200
"University of Arkansas","Southern","Mid_Career_10th_Percentile_Salary",43200
"University of Alabama at Huntsville (UAH)","Southern","Mid_Career_10th_Percentile_Salary",46100
"Howard University","Southern","Mid_Career_10th_Percentile_Salary",43300
"University of North Carolina at Chapel Hill (UNCH)","Southern","Mid_Career_10th_Percentile_Salary",43400
"University of Alabama, Tuscaloosa","Southern","Mid_Career_10th_Percentile_Salary",40100
"University of Texas at Arlington (UTA)","Southern","Mid_Career_10th_Percentile_Salary",46400
"Oklahoma State University","Southern","Mid_Career_10th_Percentile_Salary",40100
"Tennessee Technological University","Southern","Mid_Career_10th_Percentile_Salary",42100
"University of Houston (UH)","Southern","Mid_Career_10th_Percentile_Salary",42000
"University of Mississippi","Southern","Mid_Career_10th_Percentile_Salary",40400
"Lamar University","Southern","Mid_Career_10th_Percentile_Salary",38700
"Mississippi State University (MSU)","Southern","Mid_Career_10th_Percentile_Salary",43300
"University of Kentucky (UK)","Southern","Mid_Career_10th_Percentile_Salary",43000
"Texas Christian University (TCU)","Southern","Mid_Career_10th_Percentile_Salary",42600
"West Virginia University (WVU)","Southern","Mid_Career_10th_Percentile_Salary",39700
"University of Maryland Baltimore County (UMBC)","Southern","Mid_Career_10th_Percentile_Salary",46900
"University of Louisiana (UL) at Lafayette","Southern","Mid_Career_10th_Percentile_Salary",42000
"Florida International University (FIU)","Southern","Mid_Career_10th_Percentile_Salary",40500
"University of Tennessee","Southern","Mid_Career_10th_Percentile_Salary",41900
"University of Arkansas - Monticello (UAM)","Southern","Mid_Career_10th_Percentile_Salary",NA
"University of North Carolina at Charlotte (UNCC)","Southern","Mid_Career_10th_Percentile_Salary",38200
"Georgia State University","Southern","Mid_Career_10th_Percentile_Salary",43000
"LeTourneau University","Southern","Mid_Career_10th_Percentile_Salary",41200
"Florida State University (FSU)","Southern","Mid_Career_10th_Percentile_Salary",39600
"University of Texas at El Paso (UTEP)","Southern","Mid_Career_10th_Percentile_Salary",37700
"University of Central Florida (UCF)","Southern","Mid_Career_10th_Percentile_Salary",39500
"University of South Carolina","Southern","Mid_Career_10th_Percentile_Salary",36300
"Florida Atlantic University (FAU)","Southern","Mid_Career_10th_Percentile_Salary",40700
"University of South Florida (USF)","Southern","Mid_Career_10th_Percentile_Salary",39600
"University of Texas at San Antonio (UTSA)","Southern","Mid_Career_10th_Percentile_Salary",39100
"University of Alabama at Birmingham (UAB)","Southern","Mid_Career_10th_Percentile_Salary",43000
"University of Memphis (U of M)","Southern","Mid_Career_10th_Percentile_Salary",36100
"Appalachian State University","Southern","Mid_Career_10th_Percentile_Salary",37200
"Virginia Commonwealth University (VCU)","Southern","Mid_Career_10th_Percentile_Salary",37400
"East Carolina University (ECU)","Southern","Mid_Career_10th_Percentile_Salary",38400
"Western Carolina University","Southern","Mid_Career_10th_Percentile_Salary",39000
"Jacksonville University","Southern","Mid_Career_10th_Percentile_Salary",36700
"University of North Carolina at Wilmington (UNCW)","Southern","Mid_Career_10th_Percentile_Salary",32100
"Oklahoma City University","Southern","Mid_Career_10th_Percentile_Salary",NA
"Arkansas State University (ASU)","Southern","Mid_Career_10th_Percentile_Salary",33600
"Tarleton State University (TSU)","Southern","Mid_Career_10th_Percentile_Salary",32100
"Morehead State University","Southern","Mid_Career_10th_Percentile_Salary",34300
"Mississippi College","Southern","Mid_Career_10th_Percentile_Salary",NA
"Dallas Baptist University","Southern","Mid_Career_10th_Percentile_Salary",38500
"Austin Peay State University","Southern","Mid_Career_10th_Percentile_Salary",32200
"Saint Leo University","Southern","Mid_Career_10th_Percentile_Salary",34400
"Tusculum College","Southern","Mid_Career_10th_Percentile_Salary",36200
"Virginia Wesleyan College (VWC)","Southern","Mid_Career_10th_Percentile_Salary",NA
"Lee University (Cleveland, TN)","Southern","Mid_Career_10th_Percentile_Salary",NA
"Florida Metropolitan University (FMU)","Southern","Mid_Career_10th_Percentile_Salary",32800
"Dartmouth College","Northeastern","Mid_Career_10th_Percentile_Salary",63100
"Princeton University","Northeastern","Mid_Career_10th_Percentile_Salary",68900
"Massachusetts Institute of Technology (MIT)","Northeastern","Mid_Career_10th_Percentile_Salary",76800
"Yale University","Northeastern","Mid_Career_10th_Percentile_Salary",58000
"Harvard University","Northeastern","Mid_Career_10th_Percentile_Salary",54800
"University of Pennsylvania","Northeastern","Mid_Career_10th_Percentile_Salary",55900
"Polytechnic University of New York, Brooklyn","Northeastern","Mid_Career_10th_Percentile_Salary",66800
"Cooper Union","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Worcester Polytechnic Institute (WPI)","Northeastern","Mid_Career_10th_Percentile_Salary",80000
"Carnegie Mellon University (CMU)","Northeastern","Mid_Career_10th_Percentile_Salary",63300
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Mid_Career_10th_Percentile_Salary",71600
"Cornell University","Northeastern","Mid_Career_10th_Percentile_Salary",56800
"Bucknell University","Northeastern","Mid_Career_10th_Percentile_Salary",62800
"Brown University","Northeastern","Mid_Career_10th_Percentile_Salary",55400
"Colgate University","Northeastern","Mid_Career_10th_Percentile_Salary",60000
"Columbia University","Northeastern","Mid_Career_10th_Percentile_Salary",50300
"Amherst College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Lafayette College","Northeastern","Mid_Career_10th_Percentile_Salary",70600
"Bowdoin College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"College of the Holy Cross","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Stevens Institute of Technology","Northeastern","Mid_Career_10th_Percentile_Salary",68700
"Lehigh University","Northeastern","Mid_Career_10th_Percentile_Salary",69500
"Swarthmore College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Boston College","Northeastern","Mid_Career_10th_Percentile_Salary",48900
"Williams College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Villanova University","Northeastern","Mid_Career_10th_Percentile_Salary",56800
"Fordham University","Northeastern","Mid_Career_10th_Percentile_Salary",48600
"Wesleyan University (Middletown, Connecticut)","Northeastern","Mid_Career_10th_Percentile_Salary",42000
"Wentworth Institute of Technology","Northeastern","Mid_Career_10th_Percentile_Salary",55200
"Bates College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Binghamton University","Northeastern","Mid_Career_10th_Percentile_Salary",50900
"Union College","Northeastern","Mid_Career_10th_Percentile_Salary",48700
"New York University (NYU)","Northeastern","Mid_Career_10th_Percentile_Salary",47500
"Vassar College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Middlebury College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Mount Holyoke College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Boston University","Northeastern","Mid_Career_10th_Percentile_Salary",48000
"Drexel University","Northeastern","Mid_Career_10th_Percentile_Salary",54900
"St. John's University, New York","Northeastern","Mid_Career_10th_Percentile_Salary",48000
"Long Island University","Northeastern","Mid_Career_10th_Percentile_Salary",46300
"Stony Brook University","Northeastern","Mid_Career_10th_Percentile_Salary",47200
"Franklin and Marshall College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Hofstra University","Northeastern","Mid_Career_10th_Percentile_Salary",48900
"State University of New York (SUNY) at Albany","Northeastern","Mid_Career_10th_Percentile_Salary",47000
"Rutgers University","Northeastern","Mid_Career_10th_Percentile_Salary",48100
"Pratt Institute","Northeastern","Mid_Career_10th_Percentile_Salary",48600
"Pace University","Northeastern","Mid_Career_10th_Percentile_Salary",44200
"Seton Hall University","Northeastern","Mid_Career_10th_Percentile_Salary",55700
"Rider University","Northeastern","Mid_Career_10th_Percentile_Salary",47100
"University of Connecticut (UConn)","Northeastern","Mid_Career_10th_Percentile_Salary",46100
"Providence College","Northeastern","Mid_Career_10th_Percentile_Salary",42800
"University of Massachusetts (UMass) - Amherst","Northeastern","Mid_Career_10th_Percentile_Salary",43100
"Ithaca College","Northeastern","Mid_Career_10th_Percentile_Salary",50200
"University of Massachusetts (UMass) - Lowell","Northeastern","Mid_Career_10th_Percentile_Salary",50900
"Northeastern University","Northeastern","Mid_Career_10th_Percentile_Salary",47100
"Syracuse University","Northeastern","Mid_Career_10th_Percentile_Salary",46400
"Colby College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Gettysburg College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Pennsylvania State University (PSU)","Northeastern","Mid_Career_10th_Percentile_Salary",46300
"University of Rhode Island (URI)","Northeastern","Mid_Career_10th_Percentile_Salary",45400
"Siena College","Northeastern","Mid_Career_10th_Percentile_Salary",38700
"La Salle University (Philadelphia)","Northeastern","Mid_Career_10th_Percentile_Salary",45300
"Rochester Institute of Technology (RIT)","Northeastern","Mid_Career_10th_Percentile_Salary",45000
"Duquesne University","Northeastern","Mid_Career_10th_Percentile_Salary",42600
"State University of New York (SUNY) at Farmingdale","Northeastern","Mid_Career_10th_Percentile_Salary",50200
"Smith College","Northeastern","Mid_Career_10th_Percentile_Salary",45100
"Hamilton College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Wellesley College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Widener University","Northeastern","Mid_Career_10th_Percentile_Salary",42600
"University of New Haven","Northeastern","Mid_Career_10th_Percentile_Salary",48500
"Dowling College","Northeastern","Mid_Career_10th_Percentile_Salary",46500
"University of Vermont (UVM)","Northeastern","Mid_Career_10th_Percentile_Salary",44700
"State University of New York (SUNY) at Buffalo","Northeastern","Mid_Career_10th_Percentile_Salary",45900
"State University of New York (SUNY) at Geneseo","Northeastern","Mid_Career_10th_Percentile_Salary",39300
"Fashion Institute of Technology","Northeastern","Mid_Career_10th_Percentile_Salary",38800
"Philadelphia University","Northeastern","Mid_Career_10th_Percentile_Salary",45800
"Ursinus College","Northeastern","Mid_Career_10th_Percentile_Salary",35600
"Adelphi University","Northeastern","Mid_Career_10th_Percentile_Salary",44200
"Juniata College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Fairleigh Dickinson University","Northeastern","Mid_Career_10th_Percentile_Salary",40200
"University of New Hampshire (UNH)","Northeastern","Mid_Career_10th_Percentile_Salary",41700
"University of Massachusetts (UMass) - Boston","Northeastern","Mid_Career_10th_Percentile_Salary",36300
"State University of New York (SUNY) at Oswego","Northeastern","Mid_Career_10th_Percentile_Salary",40400
"University of Massachusetts (UMass) - Dartmouth","Northeastern","Mid_Career_10th_Percentile_Salary",43300
"State University of New York (SUNY) at Oneonta","Northeastern","Mid_Career_10th_Percentile_Salary",40000
"Quinnipiac University","Northeastern","Mid_Career_10th_Percentile_Salary",47900
"State University of New York (SUNY) at Plattsburgh","Northeastern","Mid_Career_10th_Percentile_Salary",38400
"Sacred Heart University","Northeastern","Mid_Career_10th_Percentile_Salary",39700
"Skidmore College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Moravian College","Northeastern","Mid_Career_10th_Percentile_Salary",NA
"Penn State - Harrisburg","Northeastern","Mid_Career_10th_Percentile_Salary",44000
"Suffolk University","Northeastern","Mid_Career_10th_Percentile_Salary",48700
"Fitchburg State College","Northeastern","Mid_Career_10th_Percentile_Salary",43300
"Roger Williams University","Northeastern","Mid_Career_10th_Percentile_Salary",39800
"University Of Maine","Northeastern","Mid_Career_10th_Percentile_Salary",41700
"State University of New York (SUNY) at Potsdam","Northeastern","Mid_Career_10th_Percentile_Salary",35100
"Niagara University","Northeastern","Mid_Career_10th_Percentile_Salary",44000
"State University of New York (SUNY) at Fredonia","Northeastern","Mid_Career_10th_Percentile_Salary",32800
"University of Southern Maine","Northeastern","Mid_Career_10th_Percentile_Salary",40400
"Mercy College","Northeastern","Mid_Career_10th_Percentile_Salary",35600
"Stanford University","California","Mid_Career_25th_Percentile_Salary",93100
"California Institute of Technology (CIT)","California","Mid_Career_25th_Percentile_Salary",104000
"Harvey Mudd College","California","Mid_Career_25th_Percentile_Salary",96000
"University of California, Berkeley","California","Mid_Career_25th_Percentile_Salary",81000
"Occidental College","California","Mid_Career_25th_Percentile_Salary",54800
"Cal Poly San Luis Obispo","California","Mid_Career_25th_Percentile_Salary",74700
"University of California at Los Angeles (UCLA)","California","Mid_Career_25th_Percentile_Salary",72500
"University of California, San Diego (UCSD)","California","Mid_Career_25th_Percentile_Salary",75400
"Pomona College","California","Mid_Career_25th_Percentile_Salary",63300
"University of Southern California (USC)","California","Mid_Career_25th_Percentile_Salary",73800
"University of California, Davis","California","Mid_Career_25th_Percentile_Salary",71600
"University of California, Irvine (UCI)","California","Mid_Career_25th_Percentile_Salary",66000
"San Jose State University (SJSU)","California","Mid_Career_25th_Percentile_Salary",70500
"University of California, Santa Barbara (UCSB)","California","Mid_Career_25th_Percentile_Salary",71200
"California State University (CSU), Chico","California","Mid_Career_25th_Percentile_Salary",62800
"California State University, Fullerton (CSUF)","California","Mid_Career_25th_Percentile_Salary",62500
