"School_Name","Region","Salary_Type","Salary"
"University of Wisconsin (UW) - La Crosse","Midwestern","Mid_Career_Median_Salary",69300
"University of Wisconsin (UW) - Stout","Midwestern","Mid_Career_Median_Salary",68300
"Robert Morris College (RMC)","Midwestern","Mid_Career_Median_Salary",68200
"University of Missouri - St. Louis (UMSL)","Midwestern","Mid_Career_Median_Salary",67100
"University of Wisconsin (UW) - Oshkosh","Midwestern","Mid_Career_Median_Salary",66400
"University of Missouri - Kansas City (UMKC)","Midwestern","Mid_Career_Median_Salary",65800
"University of Wisconsin (UW) - Eau Claire","Midwestern","Mid_Career_Median_Salary",64800
"Ball State University (BSU)","Midwestern","Mid_Career_Median_Salary",64500
"Park University","Midwestern","Mid_Career_Median_Salary",64300
"University of Wisconsin (UW) - Stevens Point","Midwestern","Mid_Career_Median_Salary",64000
"Kent State University","Midwestern","Mid_Career_Median_Salary",62600
"University of Wisconsin (UW) - Green Bay","Midwestern","Mid_Career_Median_Salary",60600
"Indiana Wesleyan University (IWU)","Midwestern","Mid_Career_Median_Salary",58500
"Pittsburg State University","Midwestern","Mid_Career_Median_Salary",58200
"Davenport University","Midwestern","Mid_Career_Median_Salary",46600
"Black Hills State University","Midwestern","Mid_Career_Median_Salary",43900
"Rice University","Southern","Mid_Career_Median_Salary",110000
"Georgetown University","Southern","Mid_Career_Median_Salary",110000
"Duke University","Southern","Mid_Career_Median_Salary",106000
"Georgia Institute of Technology","Southern","Mid_Career_Median_Salary",106000
"Washington and Lee University","Southern","Mid_Career_Median_Salary",104000
"Vanderbilt University","Southern","Mid_Career_Median_Salary",104000
"Davidson College","Southern","Mid_Career_Median_Salary",104000
"University of Virginia (UVA)","Southern","Mid_Career_Median_Salary",103000
"George Washington University (GWU)","Southern","Mid_Career_Median_Salary",97900
"Texas A&M University","Southern","Mid_Career_Median_Salary",96100
"Tulane University","Southern","Mid_Career_Median_Salary",95800
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Mid_Career_Median_Salary",95400
"University of Maryland, College Park","Southern","Mid_Career_Median_Salary",95000
"University of Richmond","Southern","Mid_Career_Median_Salary",94600
"University of Texas (UT) - Austin","Southern","Mid_Career_Median_Salary",93900
"Emory University","Southern","Mid_Career_Median_Salary",91600
"American University, Washington D.C.","Southern","Mid_Career_Median_Salary",90800
"University of Tulsa","Southern","Mid_Career_Median_Salary",88700
"Baylor University","Southern","Mid_Career_Median_Salary",88600
"University of Florida (UF)","Southern","Mid_Career_Median_Salary",87900
"Louisiana State University (LSU)","Southern","Mid_Career_Median_Salary",87800
"George Mason University","Southern","Mid_Career_Median_Salary",86900
"Clemson University","Southern","Mid_Career_Median_Salary",86000
"University of Georgia (UGA)","Southern","Mid_Career_Median_Salary",86000
"Auburn University","Southern","Mid_Career_Median_Salary",84700
"University of Delaware","Southern","Mid_Career_Median_Salary",84500
"Randolph-Macon College","Southern","Mid_Career_Median_Salary",83600
"North Carolina State University (NCSU)","Southern","Mid_Career_Median_Salary",83300
"University of Oklahoma","Southern","Mid_Career_Median_Salary",82900
"University of Arkansas","Southern","Mid_Career_Median_Salary",82800
"University of Alabama at Huntsville (UAH)","Southern","Mid_Career_Median_Salary",82700
"Howard University","Southern","Mid_Career_Median_Salary",81800
"University of North Carolina at Chapel Hill (UNCH)","Southern","Mid_Career_Median_Salary",81500
"University of Alabama, Tuscaloosa","Southern","Mid_Career_Median_Salary",81400
"University of Texas at Arlington (UTA)","Southern","Mid_Career_Median_Salary",80800
"Oklahoma State University","Southern","Mid_Career_Median_Salary",80700
"Tennessee Technological University","Southern","Mid_Career_Median_Salary",80000
"University of Houston (UH)","Southern","Mid_Career_Median_Salary",79900
"University of Mississippi","Southern","Mid_Career_Median_Salary",79700
"Lamar University","Southern","Mid_Career_Median_Salary",79400
"Mississippi State University (MSU)","Southern","Mid_Career_Median_Salary",79300
"University of Kentucky (UK)","Southern","Mid_Career_Median_Salary",78300
"Texas Christian University (TCU)","Southern","Mid_Career_Median_Salary",78100
"West Virginia University (WVU)","Southern","Mid_Career_Median_Salary",78100
"University of Maryland Baltimore County (UMBC)","Southern","Mid_Career_Median_Salary",77800
"University of Louisiana (UL) at Lafayette","Southern","Mid_Career_Median_Salary",76300
"Florida International University (FIU)","Southern","Mid_Career_Median_Salary",75500
"University of Tennessee","Southern","Mid_Career_Median_Salary",74600
"University of Arkansas - Monticello (UAM)","Southern","Mid_Career_Median_Salary",74500
"University of North Carolina at Charlotte (UNCC)","Southern","Mid_Career_Median_Salary",74000
"Georgia State University","Southern","Mid_Career_Median_Salary",74000
"LeTourneau University","Southern","Mid_Career_Median_Salary",73800
"Florida State University (FSU)","Southern","Mid_Career_Median_Salary",73000
"University of Texas at El Paso (UTEP)","Southern","Mid_Career_Median_Salary",72100
"University of Central Florida (UCF)","Southern","Mid_Career_Median_Salary",71700
"University of South Carolina","Southern","Mid_Career_Median_Salary",71700
"Florida Atlantic University (FAU)","Southern","Mid_Career_Median_Salary",71100
"University of South Florida (USF)","Southern","Mid_Career_Median_Salary",71100
"University of Texas at San Antonio (UTSA)","Southern","Mid_Career_Median_Salary",70700
"University of Alabama at Birmingham (UAB)","Southern","Mid_Career_Median_Salary",70100
"University of Memphis (U of M)","Southern","Mid_Career_Median_Salary",69700
"Appalachian State University","Southern","Mid_Career_Median_Salary",69100
"Virginia Commonwealth University (VCU)","Southern","Mid_Career_Median_Salary",68400
"East Carolina University (ECU)","Southern","Mid_Career_Median_Salary",67500
"Western Carolina University","Southern","Mid_Career_Median_Salary",66600
"Jacksonville University","Southern","Mid_Career_Median_Salary",66200
"University of North Carolina at Wilmington (UNCW)","Southern","Mid_Career_Median_Salary",64400
"Oklahoma City University","Southern","Mid_Career_Median_Salary",64300
"Arkansas State University (ASU)","Southern","Mid_Career_Median_Salary",63300
"Tarleton State University (TSU)","Southern","Mid_Career_Median_Salary",62400
"Morehead State University","Southern","Mid_Career_Median_Salary",60600
"Mississippi College","Southern","Mid_Career_Median_Salary",60400
"Dallas Baptist University","Southern","Mid_Career_Median_Salary",60200
"Austin Peay State University","Southern","Mid_Career_Median_Salary",59200
"Saint Leo University","Southern","Mid_Career_Median_Salary",57800
"Tusculum College","Southern","Mid_Career_Median_Salary",55500
"Virginia Wesleyan College (VWC)","Southern","Mid_Career_Median_Salary",54900
"Lee University (Cleveland, TN)","Southern","Mid_Career_Median_Salary",53900
"Florida Metropolitan University (FMU)","Southern","Mid_Career_Median_Salary",51000
"Dartmouth College","Northeastern","Mid_Career_Median_Salary",134000
"Princeton University","Northeastern","Mid_Career_Median_Salary",131000
"Massachusetts Institute of Technology (MIT)","Northeastern","Mid_Career_Median_Salary",126000
"Yale University","Northeastern","Mid_Career_Median_Salary",126000
"Harvard University","Northeastern","Mid_Career_Median_Salary",124000
"University of Pennsylvania","Northeastern","Mid_Career_Median_Salary",120000
"Polytechnic University of New York, Brooklyn","Northeastern","Mid_Career_Median_Salary",114000
"Cooper Union","Northeastern","Mid_Career_Median_Salary",114000
"Worcester Polytechnic Institute (WPI)","Northeastern","Mid_Career_Median_Salary",114000
"Carnegie Mellon University (CMU)","Northeastern","Mid_Career_Median_Salary",111000
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Mid_Career_Median_Salary",110000
"Cornell University","Northeastern","Mid_Career_Median_Salary",110000
"Bucknell University","Northeastern","Mid_Career_Median_Salary",110000
"Brown University","Northeastern","Mid_Career_Median_Salary",109000
"Colgate University","Northeastern","Mid_Career_Median_Salary",108000
"Columbia University","Northeastern","Mid_Career_Median_Salary",107000
"Amherst College","Northeastern","Mid_Career_Median_Salary",107000
"Lafayette College","Northeastern","Mid_Career_Median_Salary",107000
"Bowdoin College","Northeastern","Mid_Career_Median_Salary",107000
"College of the Holy Cross","Northeastern","Mid_Career_Median_Salary",106000
"Stevens Institute of Technology","Northeastern","Mid_Career_Median_Salary",105000
"Lehigh University","Northeastern","Mid_Career_Median_Salary",105000
"Swarthmore College","Northeastern","Mid_Career_Median_Salary",104000
"Boston College","Northeastern","Mid_Career_Median_Salary",103000
"Williams College","Northeastern","Mid_Career_Median_Salary",102000
"Villanova University","Northeastern","Mid_Career_Median_Salary",101000
"Fordham University","Northeastern","Mid_Career_Median_Salary",99900
"Wesleyan University (Middletown, Connecticut)","Northeastern","Mid_Career_Median_Salary",97900
"Wentworth Institute of Technology","Northeastern","Mid_Career_Median_Salary",96700
"Bates College","Northeastern","Mid_Career_Median_Salary",96500
"Binghamton University","Northeastern","Mid_Career_Median_Salary",95900
"Union College","Northeastern","Mid_Career_Median_Salary",95800
"New York University (NYU)","Northeastern","Mid_Career_Median_Salary",95600
"Vassar College","Northeastern","Mid_Career_Median_Salary",94600
"Middlebury College","Northeastern","Mid_Career_Median_Salary",94200
"Mount Holyoke College","Northeastern","Mid_Career_Median_Salary",94200
"Boston University","Northeastern","Mid_Career_Median_Salary",93900
"Drexel University","Northeastern","Mid_Career_Median_Salary",93500
"St. John's University, New York","Northeastern","Mid_Career_Median_Salary",93400
"Long Island University","Northeastern","Mid_Career_Median_Salary",93200
"Stony Brook University","Northeastern","Mid_Career_Median_Salary",93000
"Franklin and Marshall College","Northeastern","Mid_Career_Median_Salary",92800
"Hofstra University","Northeastern","Mid_Career_Median_Salary",92700
"State University of New York (SUNY) at Albany","Northeastern","Mid_Career_Median_Salary",92200
"Rutgers University","Northeastern","Mid_Career_Median_Salary",91800
"Pratt Institute","Northeastern","Mid_Career_Median_Salary",89900
"Pace University","Northeastern","Mid_Career_Median_Salary",89700
"Seton Hall University","Northeastern","Mid_Career_Median_Salary",89200
"Rider University","Northeastern","Mid_Career_Median_Salary",88900
"University of Connecticut (UConn)","Northeastern","Mid_Career_Median_Salary",88800
"Providence College","Northeastern","Mid_Career_Median_Salary",88600
"University of Massachusetts (UMass) - Amherst","Northeastern","Mid_Career_Median_Salary",88200
"Ithaca College","Northeastern","Mid_Career_Median_Salary",87400
"University of Massachusetts (UMass) - Lowell","Northeastern","Mid_Career_Median_Salary",86600
"Northeastern University","Northeastern","Mid_Career_Median_Salary",86400
"Syracuse University","Northeastern","Mid_Career_Median_Salary",85900
