"School_Name","Region","School_Type","Salary_Type","Salary"
"Western Michigan University (WMU)","Midwestern","State","Mid_Career_90th_Percentile_Salary",135000
"South Dakota State University (SDSU)","Midwestern","State","Mid_Career_90th_Percentile_Salary",129000
"Idaho State University","Western","State","Mid_Career_90th_Percentile_Salary",143000
"Ohio University","Midwestern","State","Mid_Career_90th_Percentile_Salary",150000
"Illinois State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",142000
"Cleveland State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",137000
"Florida State University (FSU)","Southern","State","Mid_Career_90th_Percentile_Salary",156000
"University of Alaska, Anchorage","Western","State","Mid_Career_90th_Percentile_Salary",137000
"Fitchburg State College","Northeastern","State","Mid_Career_90th_Percentile_Salary",151000
"University of Nebraska at Omaha","Midwestern","State","Mid_Career_90th_Percentile_Salary",126000
"Southern Illinois University Carbondale","Midwestern","State","Mid_Career_90th_Percentile_Salary",139000
"University of Texas at El Paso (UTEP)","Southern","State","Mid_Career_90th_Percentile_Salary",133000
"California State University, Dominguez Hills (CSUDH)","California","State","Mid_Career_90th_Percentile_Salary",132000
"University Of Maine","Northeastern","State","Mid_Career_90th_Percentile_Salary",141000
"Eastern Michigan University","Midwestern","State","Mid_Career_90th_Percentile_Salary",135000
"Bowling Green State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",146000
"University of Montana","Western","State","Mid_Career_90th_Percentile_Salary",138000
"University of Central Florida (UCF)","Southern","State","Mid_Career_90th_Percentile_Salary",125000
"University of South Carolina","Southern","State","Mid_Career_90th_Percentile_Salary",131000
"University of Nevada, Las Vegas (UNLV)","Western","State","Mid_Career_90th_Percentile_Salary",128000
"St. Cloud State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",126000
"University of Wisconsin (UW) - Parkside","Midwestern","State","Mid_Career_90th_Percentile_Salary",119000
"California State University (CSU), Stanislaus","California","State","Mid_Career_90th_Percentile_Salary",121000
"Humboldt State University","California","State","Mid_Career_90th_Percentile_Salary",117000
"Florida Atlantic University (FAU)","Southern","State","Mid_Career_90th_Percentile_Salary",137000
"University of South Florida (USF)","Southern","State","Mid_Career_90th_Percentile_Salary",131000
"Portland State University (PSU)","Western","State","Mid_Career_90th_Percentile_Salary",123000
"Eastern Washington University","Western","State","Mid_Career_90th_Percentile_Salary",117000
"University of Texas at San Antonio (UTSA)","Southern","State","Mid_Career_90th_Percentile_Salary",121000
"University of Akron","Midwestern","State","Mid_Career_90th_Percentile_Salary",127000
"State University of New York (SUNY) at Potsdam","Northeastern","State","Mid_Career_90th_Percentile_Salary",179000
"University of Alabama at Birmingham (UAB)","Southern","State","Mid_Career_90th_Percentile_Salary",125000
"University of Memphis (U of M)","Southern","State","Mid_Career_90th_Percentile_Salary",127000
"Boise State University (BSU)","Western","State","Mid_Career_90th_Percentile_Salary",110000
"Missouri State University (MSU)","Midwestern","State","Mid_Career_90th_Percentile_Salary",134000
"University of Wisconsin (UW) - La Crosse","Midwestern","State","Mid_Career_90th_Percentile_Salary",133000
"Appalachian State University","Southern","State","Mid_Career_90th_Percentile_Salary",115000
"Virginia Commonwealth University (VCU)","Southern","State","Mid_Career_90th_Percentile_Salary",123000
"University of Wisconsin (UW) - Stout","Midwestern","State","Mid_Career_90th_Percentile_Salary",136000
"East Carolina University (ECU)","Southern","State","Mid_Career_90th_Percentile_Salary",151000
"Utah Valley State College","Western","State","Mid_Career_90th_Percentile_Salary",110000
"University of Missouri - St. Louis (UMSL)","Midwestern","State","Mid_Career_90th_Percentile_Salary",144000
"Western Carolina University","Southern","State","Mid_Career_90th_Percentile_Salary",133000
"University of Wisconsin (UW) - Oshkosh","Midwestern","State","Mid_Career_90th_Percentile_Salary",138000
"State University of New York (SUNY) at Fredonia","Northeastern","State","Mid_Career_90th_Percentile_Salary",181000
"University of Missouri - Kansas City (UMKC)","Midwestern","State","Mid_Career_90th_Percentile_Salary",124000
"University of Wisconsin (UW) - Eau Claire","Midwestern","State","Mid_Career_90th_Percentile_Salary",125000
"Ball State University (BSU)","Midwestern","State","Mid_Career_90th_Percentile_Salary",128000
"University of North Carolina at Wilmington (UNCW)","Southern","State","Mid_Career_90th_Percentile_Salary",129000
"University of Wisconsin (UW) - Stevens Point","Midwestern","State","Mid_Career_90th_Percentile_Salary",128000
"University of Southern Maine","Northeastern","State","Mid_Career_90th_Percentile_Salary",117000
"Arkansas State University (ASU)","Southern","State","Mid_Career_90th_Percentile_Salary",118000
"Kent State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",124000
"Tarleton State University (TSU)","Southern","State","Mid_Career_90th_Percentile_Salary",126000
"University of Wisconsin (UW) - Green Bay","Midwestern","State","Mid_Career_90th_Percentile_Salary",102000
"Morehead State University","Southern","State","Mid_Career_90th_Percentile_Salary",91300
"Austin Peay State University","Southern","State","Mid_Career_90th_Percentile_Salary",96200
"Pittsburg State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",117000
"Southern Utah University","Western","State","Mid_Career_90th_Percentile_Salary",116000
"Montana State University - Billings","Western","State","Mid_Career_90th_Percentile_Salary",98900
"Black Hills State University","Midwestern","State","Mid_Career_90th_Percentile_Salary",87600
