"School_Name","Region","School_Type","Salary_Type","Salary"
"University of Toledo","Midwestern","State","Mid_Career_10th_Percentile_Salary",40100
"Florida International University (FIU)","Southern","State","Mid_Career_10th_Percentile_Salary",40500
"University of Wisconsin (UW) - Whitewater","Midwestern","State","Mid_Career_10th_Percentile_Salary",38200
"Western Washington University","Western","State","Mid_Career_10th_Percentile_Salary",41300
"Minnesota State University - Mankato","Midwestern","State","Mid_Career_10th_Percentile_Salary",39500
"University of Tennessee","Southern","State","Mid_Career_10th_Percentile_Salary",41900
"University of Wisconsin (UW) - Milwaukee","Midwestern","State","Mid_Career_10th_Percentile_Salary",40600
"University of Arkansas - Monticello (UAM)","Southern","State","Mid_Career_10th_Percentile_Salary",32800
"Penn State - Harrisburg","Northeastern","State","Mid_Career_10th_Percentile_Salary",44000
"University of North Carolina at Charlotte (UNCC)","Southern","State","Mid_Career_10th_Percentile_Salary",38200
"Georgia State University","Southern","State","Mid_Career_10th_Percentile_Salary",43000
"Western Michigan University (WMU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",40100
"South Dakota State University (SDSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",34100
"Idaho State University","Western","State","Mid_Career_10th_Percentile_Salary",35400
"Ohio University","Midwestern","State","Mid_Career_10th_Percentile_Salary",36600
"Illinois State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",39100
"Cleveland State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",39500
"Florida State University (FSU)","Southern","State","Mid_Career_10th_Percentile_Salary",39600
"University of Alaska, Anchorage","Western","State","Mid_Career_10th_Percentile_Salary",39800
"Fitchburg State College","Northeastern","State","Mid_Career_10th_Percentile_Salary",43300
"University of Nebraska at Omaha","Midwestern","State","Mid_Career_10th_Percentile_Salary",39500
"Southern Illinois University Carbondale","Midwestern","State","Mid_Career_10th_Percentile_Salary",38300
"University of Texas at El Paso (UTEP)","Southern","State","Mid_Career_10th_Percentile_Salary",37700
"California State University, Dominguez Hills (CSUDH)","California","State","Mid_Career_10th_Percentile_Salary",30800
"University Of Maine","Northeastern","State","Mid_Career_10th_Percentile_Salary",41700
"Eastern Michigan University","Midwestern","State","Mid_Career_10th_Percentile_Salary",37900
"Bowling Green State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",38200
"University of Montana","Western","State","Mid_Career_10th_Percentile_Salary",37000
"University of Central Florida (UCF)","Southern","State","Mid_Career_10th_Percentile_Salary",39500
"University of South Carolina","Southern","State","Mid_Career_10th_Percentile_Salary",36300
"University of Nevada, Las Vegas (UNLV)","Western","State","Mid_Career_10th_Percentile_Salary",39000
"St. Cloud State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",38700
"University of Wisconsin (UW) - Parkside","Midwestern","State","Mid_Career_10th_Percentile_Salary",40900
"California State University (CSU), Stanislaus","California","State","Mid_Career_10th_Percentile_Salary",33700
"Humboldt State University","California","State","Mid_Career_10th_Percentile_Salary",36000
"Florida Atlantic University (FAU)","Southern","State","Mid_Career_10th_Percentile_Salary",40700
"University of South Florida (USF)","Southern","State","Mid_Career_10th_Percentile_Salary",39600
"Portland State University (PSU)","Western","State","Mid_Career_10th_Percentile_Salary",40700
"Eastern Washington University","Western","State","Mid_Career_10th_Percentile_Salary",36000
"University of Texas at San Antonio (UTSA)","Southern","State","Mid_Career_10th_Percentile_Salary",39100
"University of Akron","Midwestern","State","Mid_Career_10th_Percentile_Salary",40600
"State University of New York (SUNY) at Potsdam","Northeastern","State","Mid_Career_10th_Percentile_Salary",35100
"University of Alabama at Birmingham (UAB)","Southern","State","Mid_Career_10th_Percentile_Salary",43000
"University of Memphis (U of M)","Southern","State","Mid_Career_10th_Percentile_Salary",36100
"Boise State University (BSU)","Western","State","Mid_Career_10th_Percentile_Salary",37400
"Missouri State University (MSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",33300
"University of Wisconsin (UW) - La Crosse","Midwestern","State","Mid_Career_10th_Percentile_Salary",37500
"Appalachian State University","Southern","State","Mid_Career_10th_Percentile_Salary",37200
"Virginia Commonwealth University (VCU)","Southern","State","Mid_Career_10th_Percentile_Salary",37400
"University of Wisconsin (UW) - Stout","Midwestern","State","Mid_Career_10th_Percentile_Salary",40900
"East Carolina University (ECU)","Southern","State","Mid_Career_10th_Percentile_Salary",38400
"Utah Valley State College","Western","State","Mid_Career_10th_Percentile_Salary",27000
"University of Missouri - St. Louis (UMSL)","Midwestern","State","Mid_Career_10th_Percentile_Salary",36800
"Western Carolina University","Southern","State","Mid_Career_10th_Percentile_Salary",39000
"University of Wisconsin (UW) - Oshkosh","Midwestern","State","Mid_Career_10th_Percentile_Salary",37700
"State University of New York (SUNY) at Fredonia","Northeastern","State","Mid_Career_10th_Percentile_Salary",32800
"University of Missouri - Kansas City (UMKC)","Midwestern","State","Mid_Career_10th_Percentile_Salary",36300
"University of Wisconsin (UW) - Eau Claire","Midwestern","State","Mid_Career_10th_Percentile_Salary",35000
"Ball State University (BSU)","Midwestern","State","Mid_Career_10th_Percentile_Salary",35500
"University of North Carolina at Wilmington (UNCW)","Southern","State","Mid_Career_10th_Percentile_Salary",32100
"University of Wisconsin (UW) - Stevens Point","Midwestern","State","Mid_Career_10th_Percentile_Salary",38400
"University of Southern Maine","Northeastern","State","Mid_Career_10th_Percentile_Salary",40400
"Arkansas State University (ASU)","Southern","State","Mid_Career_10th_Percentile_Salary",33600
"Kent State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",36100
"Tarleton State University (TSU)","Southern","State","Mid_Career_10th_Percentile_Salary",32100
"University of Wisconsin (UW) - Green Bay","Midwestern","State","Mid_Career_10th_Percentile_Salary",35500
"Morehead State University","Southern","State","Mid_Career_10th_Percentile_Salary",34300
"Austin Peay State University","Southern","State","Mid_Career_10th_Percentile_Salary",32200
"Pittsburg State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",25600
"Southern Utah University","Western","State","Mid_Career_10th_Percentile_Salary",30700
"Montana State University - Billings","Western","State","Mid_Career_10th_Percentile_Salary",22600
"Black Hills State University","Midwestern","State","Mid_Career_10th_Percentile_Salary",27000
"Massachusetts Institute of Technology (MIT)","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",99200
"California Institute of Technology (CIT)","California","Engineering","Mid_Career_25th_Percentile_Salary",104000
"Harvey Mudd College","California","Engineering","Mid_Career_25th_Percentile_Salary",96000
"Polytechnic University of New York, Brooklyn","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",94300
"Cooper Union","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",80200
"Worcester Polytechnic Institute (WPI)","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",91200
"Carnegie Mellon University (CMU)","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",80100
"Rensselaer Polytechnic Institute (RPI)","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",85500
"Georgia Institute of Technology","Southern","Engineering","Mid_Career_25th_Percentile_Salary",85200
"Colorado School of Mines","Western","Engineering","Mid_Career_25th_Percentile_Salary",87900
"Stevens Institute of Technology","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",81900
"Illinois Institute of Technology (IIT)","Midwestern","Engineering","Mid_Career_25th_Percentile_Salary",77400
"Wentworth Institute of Technology","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",74000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Southern","Engineering","Mid_Career_25th_Percentile_Salary",71400
"South Dakota School of Mines & Technology","Midwestern","Engineering","Mid_Career_25th_Percentile_Salary",81900
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Western","Engineering","Mid_Career_25th_Percentile_Salary",67400
"Rochester Institute of Technology (RIT)","Northeastern","Engineering","Mid_Career_25th_Percentile_Salary",62100
"Tennessee Technological University","Southern","Engineering","Mid_Career_25th_Percentile_Salary",62600
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","Party","Mid_Career_25th_Percentile_Salary",68900
"University of Maryland, College Park","Southern","Party","Mid_Career_25th_Percentile_Salary",68300
"University of California, Santa Barbara (UCSB)","California","Party","Mid_Career_25th_Percentile_Salary",71200
"University of Texas (UT) - Austin","Southern","Party","Mid_Career_25th_Percentile_Salary",67400
"State University of New York (SUNY) at Albany","Northeastern","Party","Mid_Career_25th_Percentile_Salary",63100
"University of Florida (UF)","Southern","Party","Mid_Career_25th_Percentile_Salary",62900
"Louisiana State University (LSU)","Southern","Party","Mid_Career_25th_Percentile_Salary",61300
"University of Georgia (UGA)","Southern","Party","Mid_Career_25th_Percentile_Salary",57800
"Pennsylvania State University (PSU)","Northeastern","Party","Mid_Career_25th_Percentile_Salary",62000
"Arizona State University (ASU)","Western","Party","Mid_Career_25th_Percentile_Salary",60700
"Indiana University (IU), Bloomington","Midwestern","Party","Mid_Career_25th_Percentile_Salary",60400
"University of Iowa (UI)","Midwestern","Party","Mid_Career_25th_Percentile_Salary",61100
"Randolph-Macon College","Southern","Party","Mid_Career_25th_Percentile_Salary",54100
"University of Alabama, Tuscaloosa","Southern","Party","Mid_Career_25th_Percentile_Salary",56500
"University of Mississippi","Southern","Party","Mid_Career_25th_Percentile_Salary",53500
"University of New Hampshire (UNH)","Northeastern","Party","Mid_Career_25th_Percentile_Salary",56400
"West Virginia University (WVU)","Southern","Party","Mid_Career_25th_Percentile_Salary",55700
"University of Tennessee","Southern","Party","Mid_Career_25th_Percentile_Salary",53200
"Ohio University","Midwestern","Party","Mid_Career_25th_Percentile_Salary",52800
"Florida State University (FSU)","Southern","Party","Mid_Career_25th_Percentile_Salary",52800
"Bucknell University","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",80600
"Colgate University","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",76700
"Amherst College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",84900
"Lafayette College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",79300
"Bowdoin College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",74600
"College of the Holy Cross","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",65600
"Occidental College","California","Liberal Arts","Mid_Career_25th_Percentile_Salary",54800
"Washington and Lee University","Southern","Liberal Arts","Mid_Career_25th_Percentile_Salary",82800
"Swarthmore College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",67200
"Davidson College","Southern","Liberal Arts","Mid_Career_25th_Percentile_Salary",70500
"Carleton College","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",69400
"Williams College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",76400
"Pomona College","California","Liberal Arts","Mid_Career_25th_Percentile_Salary",63300
"Wesleyan University (Middletown, Connecticut)","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",62500
"Bates College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",60700
"Union College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",75200
"University of Richmond","Southern","Liberal Arts","Mid_Career_25th_Percentile_Salary",59400
"Vassar College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",60600
"Middlebury College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",69100
"Mount Holyoke College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",57100
"Franklin and Marshall College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",55800
"DePauw University","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",57400
"St. Olaf College","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",61000
"Colby College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",63500
"Gettysburg College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",66300
"Siena College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",58400
"Smith College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",59800
"Hamilton College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",51900
"Randolph-Macon College","Southern","Liberal Arts","Mid_Career_25th_Percentile_Salary",54100
"Wellesley College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",58600
"Denison University","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",62100
"Oberlin College","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",46400
"University of Puget Sound","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",60100
"Colorado College (CC)","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",43000
"Reed College","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",67400
"Gustavus Adolphus College","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",49300
"Whitman College","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",64800
"Ursinus College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",54300
"Juniata College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",67200
"Wittenberg University","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",54100
"Grinnell College","Midwestern","Liberal Arts","Mid_Career_25th_Percentile_Salary",65100
"Skidmore College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",42800
"Moravian College","Northeastern","Liberal Arts","Mid_Career_25th_Percentile_Salary",56700
"Lewis & Clark College","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",53400
"Fort Lewis College","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",55000
"Thomas Aquinas College","California","Liberal Arts","Mid_Career_25th_Percentile_Salary",44600
"Evergreen State College","Western","Liberal Arts","Mid_Career_25th_Percentile_Salary",47200
"Dartmouth College","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",90200
"Princeton University","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",1e+05
"Yale University","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",80600
"Harvard University","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",86200
"University of Pennsylvania","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",79200
"Cornell University","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",79800
"Brown University","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",74400
"Columbia University","Northeastern","Ivy League","Mid_Career_25th_Percentile_Salary",71900
"University of California, Berkeley","California","State","Mid_Career_25th_Percentile_Salary",81000
"University of Virginia (UVA)","Southern","State","Mid_Career_25th_Percentile_Salary",71800
"Cal Poly San Luis Obispo","California","State","Mid_Career_25th_Percentile_Salary",74700
"University of California at Los Angeles (UCLA)","California","State","Mid_Career_25th_Percentile_Salary",72500
"University of California, San Diego (UCSD)","California","State","Mid_Career_25th_Percentile_Salary",75400
"University of California, Davis","California","State","Mid_Career_25th_Percentile_Salary",71600
"University of Colorado - Boulder (UCB)","Western","State","Mid_Career_25th_Percentile_Salary",69000
"University of California, Irvine (UCI)","California","State","Mid_Career_25th_Percentile_Salary",66000
"University of Illinois at Urbana-Champaign (UIUC)","Midwestern","State","Mid_Career_25th_Percentile_Salary",68900
"Texas A&M University","Southern","State","Mid_Career_25th_Percentile_Salary",71300
"Binghamton University","Northeastern","State","Mid_Career_25th_Percentile_Salary",71200
"University of Missouri - Rolla (UMR)","Midwestern","State","Mid_Career_25th_Percentile_Salary",80400
"San Jose State University (SJSU)","California","State","Mid_Career_25th_Percentile_Salary",70500
"University of Maryland, College Park","Southern","State","Mid_Career_25th_Percentile_Salary",68300
"University of California, Santa Barbara (UCSB)","California","State","Mid_Career_25th_Percentile_Salary",71200
"University of Texas (UT) - Austin","Southern","State","Mid_Career_25th_Percentile_Salary",67400
"University of Michigan","Midwestern","State","Mid_Career_25th_Percentile_Salary",69400
"Stony Brook University","Northeastern","State","Mid_Career_25th_Percentile_Salary",67100
"State University of New York (SUNY) at Albany","Northeastern","State","Mid_Career_25th_Percentile_Salary",63100
"Rutgers University","Northeastern","State","Mid_Career_25th_Percentile_Salary",65100
"Purdue University","Midwestern","State","Mid_Career_25th_Percentile_Salary",67400
"University of Connecticut (UConn)","Northeastern","State","Mid_Career_25th_Percentile_Salary",66400
"University of Massachusetts (UMass) - Amherst","Northeastern","State","Mid_Career_25th_Percentile_Salary",61300
"California State University (CSU), Chico","California","State","Mid_Career_25th_Percentile_Salary",62800
"University of Florida (UF)","Southern","State","Mid_Career_25th_Percentile_Salary",62900
"University of Wisconsin (UW) - Madison","Midwestern","State","Mid_Career_25th_Percentile_Salary",62400
"Louisiana State University (LSU)","Southern","State","Mid_Career_25th_Percentile_Salary",61300
"California State University, Fullerton (CSUF)","California","State","Mid_Career_25th_Percentile_Salary",62500
"George Mason University","Southern","State","Mid_Career_25th_Percentile_Salary",67200
"University of Massachusetts (UMass) - Lowell","Northeastern","State","Mid_Career_25th_Percentile_Salary",65000
"San Francisco State University (SFSU)","California","State","Mid_Career_25th_Percentile_Salary",62700
"University of Arizona","Western","State","Mid_Career_25th_Percentile_Salary",61700
"Clemson University","Southern","State","Mid_Career_25th_Percentile_Salary",61800
"University of Georgia (UGA)","Southern","State","Mid_Career_25th_Percentile_Salary",57800
"Pennsylvania State University (PSU)","Northeastern","State","Mid_Career_25th_Percentile_Salary",62000
"University of Washington (UW)","Western","State","Mid_Career_25th_Percentile_Salary",59800
"Michigan State University (MSU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",61500
"University of Rhode Island (URI)","Northeastern","State","Mid_Career_25th_Percentile_Salary",60100
"San Diego State University (SDSU)","California","State","Mid_Career_25th_Percentile_Salary",61800
"Auburn University","Southern","State","Mid_Career_25th_Percentile_Salary",62700
"Washington State University (WSU)","Western","State","Mid_Career_25th_Percentile_Salary",59000
"California State University, Long Beach (CSULB)","California","State","Mid_Career_25th_Percentile_Salary",62500
"Iowa State University","Midwestern","State","Mid_Career_25th_Percentile_Salary",60000
"University of Delaware","Southern","State","Mid_Career_25th_Percentile_Salary",64000
"University of Colorado - Denver","Western","State","Mid_Career_25th_Percentile_Salary",58600
"California State University, East Bay (CSUEB)","California","State","Mid_Career_25th_Percentile_Salary",62400
"State University of New York (SUNY) at Farmingdale","Northeastern","State","Mid_Career_25th_Percentile_Salary",59800
"University of Minnesota","Midwestern","State","Mid_Career_25th_Percentile_Salary",63200
"Arizona State University (ASU)","Western","State","Mid_Career_25th_Percentile_Salary",60700
"University of California, Santa Cruz (UCSC)","California","State","Mid_Career_25th_Percentile_Salary",62000
"Indiana University (IU), Bloomington","Midwestern","State","Mid_Career_25th_Percentile_Salary",60400
"University of Iowa (UI)","Midwestern","State","Mid_Career_25th_Percentile_Salary",61100
"Ohio State University (OSU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",60700
"North Carolina State University (NCSU)","Southern","State","Mid_Career_25th_Percentile_Salary",64800
"Oregon State University (OSU)","Western","State","Mid_Career_25th_Percentile_Salary",64000
"University of Utah","Western","State","Mid_Career_25th_Percentile_Salary",58400
"University of Nevada, Reno (UNR)","Western","State","Mid_Career_25th_Percentile_Salary",54600
"University of Oklahoma","Southern","State","Mid_Career_25th_Percentile_Salary",60300
"University of Arkansas","Southern","State","Mid_Career_25th_Percentile_Salary",60700
"University of Vermont (UVM)","Northeastern","State","Mid_Career_25th_Percentile_Salary",58000
"University of Alabama at Huntsville (UAH)","Southern","State","Mid_Career_25th_Percentile_Salary",67800
"California State University, Sacramento (CSUS)","California","State","Mid_Career_25th_Percentile_Salary",59600
"University of Idaho","Western","State","Mid_Career_25th_Percentile_Salary",56700
"University of Illinois at Chicago","Midwestern","State","Mid_Career_25th_Percentile_Salary",58800
"State University of New York (SUNY) at Buffalo","Northeastern","State","Mid_Career_25th_Percentile_Salary",61400
"University of Kansas","Midwestern","State","Mid_Career_25th_Percentile_Salary",57200
"University of New Mexico (UNM)","Western","State","Mid_Career_25th_Percentile_Salary",59100
"University of North Carolina at Chapel Hill (UNCH)","Southern","State","Mid_Career_25th_Percentile_Salary",57500
"University of Alabama, Tuscaloosa","Southern","State","Mid_Career_25th_Percentile_Salary",56500
"University of California, Riverside (UCR)","California","State","Mid_Career_25th_Percentile_Salary",59900
"State University of New York (SUNY) at Geneseo","Northeastern","State","Mid_Career_25th_Percentile_Salary",47600
"University of Missouri - Columbia","Midwestern","State","Mid_Career_25th_Percentile_Salary",57100
"University of Nebraska","Midwestern","State","Mid_Career_25th_Percentile_Salary",56600
"University of Texas at Arlington (UTA)","Southern","State","Mid_Career_25th_Percentile_Salary",61200
"Northern Illinois University (NIU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",60200
"Oklahoma State University","Southern","State","Mid_Career_25th_Percentile_Salary",56500
"University of North Dakota","Midwestern","State","Mid_Career_25th_Percentile_Salary",56400
"California State University, Northridge (CSUN)","California","State","Mid_Career_25th_Percentile_Salary",57800
"University of Houston (UH)","Southern","State","Mid_Career_25th_Percentile_Salary",56200
"University of Mississippi","Southern","State","Mid_Career_25th_Percentile_Salary",53500
"New Mexico State University","Western","State","Mid_Career_25th_Percentile_Salary",53800
"Lamar University","Southern","State","Mid_Career_25th_Percentile_Salary",51600
"Mississippi State University (MSU)","Southern","State","Mid_Career_25th_Percentile_Salary",58800
"Colorado State University (CSU)","Western","State","Mid_Career_25th_Percentile_Salary",57100
"Kansas State University (KSU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",54100
"University of Wyoming (UW)","Western","State","Mid_Career_25th_Percentile_Salary",54000
"Utah State University","Western","State","Mid_Career_25th_Percentile_Salary",55400
"University of Wisconsin (UW) - Platteville","Midwestern","State","Mid_Career_25th_Percentile_Salary",61200
"University of Oregon","Western","State","Mid_Career_25th_Percentile_Salary",56200
"University of Kentucky (UK)","Southern","State","Mid_Career_25th_Percentile_Salary",57300
"University of New Hampshire (UNH)","Northeastern","State","Mid_Career_25th_Percentile_Salary",56400
"University of Massachusetts (UMass) - Boston","Northeastern","State","Mid_Career_25th_Percentile_Salary",53800
"West Virginia University (WVU)","Southern","State","Mid_Career_25th_Percentile_Salary",55700
"University of Maryland Baltimore County (UMBC)","Southern","State","Mid_Career_25th_Percentile_Salary",59100
"North Dakota State University (NDSU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",55800
"State University of New York (SUNY) at Oswego","Northeastern","State","Mid_Career_25th_Percentile_Salary",53000
"University of Massachusetts (UMass) - Dartmouth","Northeastern","State","Mid_Career_25th_Percentile_Salary",56200
"Montana State University - Bozeman","Western","State","Mid_Career_25th_Percentile_Salary",58100
"State University of New York (SUNY) at Oneonta","Northeastern","State","Mid_Career_25th_Percentile_Salary",54300
"University of Louisiana (UL) at Lafayette","Southern","State","Mid_Career_25th_Percentile_Salary",54500
"State University of New York (SUNY) at Plattsburgh","Northeastern","State","Mid_Career_25th_Percentile_Salary",54100
"Wayne State University","Midwestern","State","Mid_Career_25th_Percentile_Salary",56200
"University of Hawaii","Western","State","Mid_Career_25th_Percentile_Salary",56300
"University of Toledo","Midwestern","State","Mid_Career_25th_Percentile_Salary",54100
"Florida International University (FIU)","Southern","State","Mid_Career_25th_Percentile_Salary",55800
"University of Wisconsin (UW) - Whitewater","Midwestern","State","Mid_Career_25th_Percentile_Salary",53500
"Western Washington University","Western","State","Mid_Career_25th_Percentile_Salary",56700
"Minnesota State University - Mankato","Midwestern","State","Mid_Career_25th_Percentile_Salary",53800
"University of Tennessee","Southern","State","Mid_Career_25th_Percentile_Salary",53200
"University of Wisconsin (UW) - Milwaukee","Midwestern","State","Mid_Career_25th_Percentile_Salary",54000
"University of Arkansas - Monticello (UAM)","Southern","State","Mid_Career_25th_Percentile_Salary",46100
"Penn State - Harrisburg","Northeastern","State","Mid_Career_25th_Percentile_Salary",53100
"University of North Carolina at Charlotte (UNCC)","Southern","State","Mid_Career_25th_Percentile_Salary",53200
"Georgia State University","Southern","State","Mid_Career_25th_Percentile_Salary",55300
"Western Michigan University (WMU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",52500
"South Dakota State University (SDSU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",49900
"Idaho State University","Western","State","Mid_Career_25th_Percentile_Salary",49600
"Ohio University","Midwestern","State","Mid_Career_25th_Percentile_Salary",52800
"Illinois State University","Midwestern","State","Mid_Career_25th_Percentile_Salary",55200
"Cleveland State University","Midwestern","State","Mid_Career_25th_Percentile_Salary",51600
"Florida State University (FSU)","Southern","State","Mid_Career_25th_Percentile_Salary",52800
"University of Alaska, Anchorage","Western","State","Mid_Career_25th_Percentile_Salary",56600
"Fitchburg State College","Northeastern","State","Mid_Career_25th_Percentile_Salary",56100
"University of Nebraska at Omaha","Midwestern","State","Mid_Career_25th_Percentile_Salary",54400
"Southern Illinois University Carbondale","Midwestern","State","Mid_Career_25th_Percentile_Salary",51300
"University of Texas at El Paso (UTEP)","Southern","State","Mid_Career_25th_Percentile_Salary",50400
"California State University, Dominguez Hills (CSUDH)","California","State","Mid_Career_25th_Percentile_Salary",47000
"University Of Maine","Northeastern","State","Mid_Career_25th_Percentile_Salary",55600
"Eastern Michigan University","Midwestern","State","Mid_Career_25th_Percentile_Salary",52800
"Bowling Green State University","Midwestern","State","Mid_Career_25th_Percentile_Salary",51800
"University of Montana","Western","State","Mid_Career_25th_Percentile_Salary",51500
"University of Central Florida (UCF)","Southern","State","Mid_Career_25th_Percentile_Salary",51500
"University of South Carolina","Southern","State","Mid_Career_25th_Percentile_Salary",49900
"University of Nevada, Las Vegas (UNLV)","Western","State","Mid_Career_25th_Percentile_Salary",52400
"St. Cloud State University","Midwestern","State","Mid_Career_25th_Percentile_Salary",49400
"University of Wisconsin (UW) - Parkside","Midwestern","State","Mid_Career_25th_Percentile_Salary",53100
"California State University (CSU), Stanislaus","California","State","Mid_Career_25th_Percentile_Salary",50500
"Humboldt State University","California","State","Mid_Career_25th_Percentile_Salary",56300
"Florida Atlantic University (FAU)","Southern","State","Mid_Career_25th_Percentile_Salary",53000
"University of South Florida (USF)","Southern","State","Mid_Career_25th_Percentile_Salary",51500
"Portland State University (PSU)","Western","State","Mid_Career_25th_Percentile_Salary",52300
"Eastern Washington University","Western","State","Mid_Career_25th_Percentile_Salary",50500
"University of Texas at San Antonio (UTSA)","Southern","State","Mid_Career_25th_Percentile_Salary",49800
"University of Akron","Midwestern","State","Mid_Career_25th_Percentile_Salary",53300
"State University of New York (SUNY) at Potsdam","Northeastern","State","Mid_Career_25th_Percentile_Salary",51200
"University of Alabama at Birmingham (UAB)","Southern","State","Mid_Career_25th_Percentile_Salary",53400
"University of Memphis (U of M)","Southern","State","Mid_Career_25th_Percentile_Salary",49100
"Boise State University (BSU)","Western","State","Mid_Career_25th_Percentile_Salary",48700
"Missouri State University (MSU)","Midwestern","State","Mid_Career_25th_Percentile_Salary",46900
"University of Wisconsin (UW) - La Crosse","Midwestern","State","Mid_Career_25th_Percentile_Salary",47200
"Appalachian State University","Southern","State","Mid_Career_25th_Percentile_Salary",50400
"Virginia Commonwealth University (VCU)","Southern","State","Mid_Career_25th_Percentile_Salary",51900
"University of Wisconsin (UW) - Stout","Midwestern","State","Mid_Career_25th_Percentile_Salary",50600
"East Carolina University (ECU)","Southern","State","Mid_Career_25th_Percentile_Salary",52000
"Utah Valley State College","Western","State","Mid_Career_25th_Percentile_Salary",44100
"University of Missouri - St. Louis (UMSL)","Midwestern","State","Mid_Career_25th_Percentile_Salary",49600
"Western Carolina University","Southern","State","Mid_Career_25th_Percentile_Salary",49500
"University of Wisconsin (UW) - Oshkosh","Midwestern","State","Mid_Career_25th_Percentile_Salary",49700
"State University of New York (SUNY) at Fredonia","Northeastern","State","Mid_Career_25th_Percentile_Salary",44200
"University of Missouri - Kansas City (UMKC)","Midwestern","State","Mid_Career_25th_Percentile_Salary",48100
"University of Wisconsin (UW) - Eau Claire","Midwestern","State","Mid_Career_25th_Percentile_Salary",47300
