"School_Name","School_Type","Salary_Type","Salary"
"University of Arkansas - Monticello (UAM)","State","Mid_Career_75th_Percentile_Salary",110000
"Penn State - Harrisburg","State","Mid_Career_75th_Percentile_Salary",104000
"University of North Carolina at Charlotte (UNCC)","State","Mid_Career_75th_Percentile_Salary",99500
"Georgia State University","State","Mid_Career_75th_Percentile_Salary",99900
"Western Michigan University (WMU)","State","Mid_Career_75th_Percentile_Salary",103000
"South Dakota State University (SDSU)","State","Mid_Career_75th_Percentile_Salary",99400
"Idaho State University","State","Mid_Career_75th_Percentile_Salary",101000
"Ohio University","State","Mid_Career_75th_Percentile_Salary",106000
"Illinois State University","State","Mid_Career_75th_Percentile_Salary",105000
"Cleveland State University","State","Mid_Career_75th_Percentile_Salary",97000
"Florida State University (FSU)","State","Mid_Career_75th_Percentile_Salary",107000
"University of Alaska, Anchorage","State","Mid_Career_75th_Percentile_Salary",99300
"Fitchburg State College","State","Mid_Career_75th_Percentile_Salary",99600
"University of Nebraska at Omaha","State","Mid_Career_75th_Percentile_Salary",97400
"Southern Illinois University Carbondale","State","Mid_Career_75th_Percentile_Salary",99300
"University of Texas at El Paso (UTEP)","State","Mid_Career_75th_Percentile_Salary",99500
"California State University, Dominguez Hills (CSUDH)","State","Mid_Career_75th_Percentile_Salary",92200
"University Of Maine","State","Mid_Career_75th_Percentile_Salary",99300
"Eastern Michigan University","State","Mid_Career_75th_Percentile_Salary",95400
"Bowling Green State University","State","Mid_Career_75th_Percentile_Salary",101000
"University of Montana","State","Mid_Career_75th_Percentile_Salary",96400
"University of Central Florida (UCF)","State","Mid_Career_75th_Percentile_Salary",98400
"University of South Carolina","State","Mid_Career_75th_Percentile_Salary",98400
"University of Nevada, Las Vegas (UNLV)","State","Mid_Career_75th_Percentile_Salary",100000
"St. Cloud State University","State","Mid_Career_75th_Percentile_Salary",101000
"University of Wisconsin (UW) - Parkside","State","Mid_Career_75th_Percentile_Salary",84900
"California State University (CSU), Stanislaus","State","Mid_Career_75th_Percentile_Salary",94100
"Humboldt State University","State","Mid_Career_75th_Percentile_Salary",94400
"Florida Atlantic University (FAU)","State","Mid_Career_75th_Percentile_Salary",99500
"University of South Florida (USF)","State","Mid_Career_75th_Percentile_Salary",98100
"Portland State University (PSU)","State","Mid_Career_75th_Percentile_Salary",94400
"Eastern Washington University","State","Mid_Career_75th_Percentile_Salary",93100
"University of Texas at San Antonio (UTSA)","State","Mid_Career_75th_Percentile_Salary",92700
"University of Akron","State","Mid_Career_75th_Percentile_Salary",95200
"State University of New York (SUNY) at Potsdam","State","Mid_Career_75th_Percentile_Salary",100000
"University of Alabama at Birmingham (UAB)","State","Mid_Career_75th_Percentile_Salary",91400
"University of Memphis (U of M)","State","Mid_Career_75th_Percentile_Salary",93500
"Boise State University (BSU)","State","Mid_Career_75th_Percentile_Salary",87500
"Missouri State University (MSU)","State","Mid_Career_75th_Percentile_Salary",102000
"University of Wisconsin (UW) - La Crosse","State","Mid_Career_75th_Percentile_Salary",93100
"Appalachian State University","State","Mid_Career_75th_Percentile_Salary",90800
"Virginia Commonwealth University (VCU)","State","Mid_Career_75th_Percentile_Salary",100000
"University of Wisconsin (UW) - Stout","State","Mid_Career_75th_Percentile_Salary",91600
"East Carolina University (ECU)","State","Mid_Career_75th_Percentile_Salary",98700
"Utah Valley State College","State","Mid_Career_75th_Percentile_Salary",84900
"University of Missouri - St. Louis (UMSL)","State","Mid_Career_75th_Percentile_Salary",97600
"Western Carolina University","State","Mid_Career_75th_Percentile_Salary",94400
"University of Wisconsin (UW) - Oshkosh","State","Mid_Career_75th_Percentile_Salary",90100
"State University of New York (SUNY) at Fredonia","State","Mid_Career_75th_Percentile_Salary",93300
"University of Missouri - Kansas City (UMKC)","State","Mid_Career_75th_Percentile_Salary",95800
"University of Wisconsin (UW) - Eau Claire","State","Mid_Career_75th_Percentile_Salary",93100
"Ball State University (BSU)","State","Mid_Career_75th_Percentile_Salary",89300
"University of North Carolina at Wilmington (UNCW)","State","Mid_Career_75th_Percentile_Salary",97100
"University of Wisconsin (UW) - Stevens Point","State","Mid_Career_75th_Percentile_Salary",95400
"University of Southern Maine","State","Mid_Career_75th_Percentile_Salary",85700
"Arkansas State University (ASU)","State","Mid_Career_75th_Percentile_Salary",83900
"Kent State University","State","Mid_Career_75th_Percentile_Salary",87000
"Tarleton State University (TSU)","State","Mid_Career_75th_Percentile_Salary",80400
"University of Wisconsin (UW) - Green Bay","State","Mid_Career_75th_Percentile_Salary",81800
"Morehead State University","State","Mid_Career_75th_Percentile_Salary",72000
"Austin Peay State University","State","Mid_Career_75th_Percentile_Salary",73900
"Pittsburg State University","State","Mid_Career_75th_Percentile_Salary",84600
"Southern Utah University","State","Mid_Career_75th_Percentile_Salary",78400
"Montana State University - Billings","State","Mid_Career_75th_Percentile_Salary",78500
"Black Hills State University","State","Mid_Career_75th_Percentile_Salary",60900
"Massachusetts Institute of Technology (MIT)","Engineering","Mid_Career_90th_Percentile_Salary",220000
"California Institute of Technology (CIT)","Engineering","Mid_Career_90th_Percentile_Salary",NA
"Harvey Mudd College","Engineering","Mid_Career_90th_Percentile_Salary",NA
"Polytechnic University of New York, Brooklyn","Engineering","Mid_Career_90th_Percentile_Salary",190000
"Cooper Union","Engineering","Mid_Career_90th_Percentile_Salary",NA
"Worcester Polytechnic Institute (WPI)","Engineering","Mid_Career_90th_Percentile_Salary",180000
"Carnegie Mellon University (CMU)","Engineering","Mid_Career_90th_Percentile_Salary",209000
"Rensselaer Polytechnic Institute (RPI)","Engineering","Mid_Career_90th_Percentile_Salary",182000
"Georgia Institute of Technology","Engineering","Mid_Career_90th_Percentile_Salary",183000
"Colorado School of Mines","Engineering","Mid_Career_90th_Percentile_Salary",201000
"Stevens Institute of Technology","Engineering","Mid_Career_90th_Percentile_Salary",185000
"Illinois Institute of Technology (IIT)","Engineering","Mid_Career_90th_Percentile_Salary",165000
"Wentworth Institute of Technology","Engineering","Mid_Career_90th_Percentile_Salary",153000
"Virginia Polytechnic Institute and State University (Virginia Tech)","Engineering","Mid_Career_90th_Percentile_Salary",163000
"South Dakota School of Mines & Technology","Engineering","Mid_Career_90th_Percentile_Salary",147000
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Engineering","Mid_Career_90th_Percentile_Salary",NA
"Rochester Institute of Technology (RIT)","Engineering","Mid_Career_90th_Percentile_Salary",159000
"Embry-Riddle Aeronautical University (ERAU)","Engineering","Mid_Career_90th_Percentile_Salary",142000
"Tennessee Technological University","Engineering","Mid_Career_90th_Percentile_Salary",121000
"University of Illinois at Urbana-Champaign (UIUC)","Party","Mid_Career_90th_Percentile_Salary",177000
"University of Maryland, College Park","Party","Mid_Career_90th_Percentile_Salary",166000
"University of California, Santa Barbara (UCSB)","Party","Mid_Career_90th_Percentile_Salary",173000
"University of Texas (UT) - Austin","Party","Mid_Career_90th_Percentile_Salary",188000
"State University of New York (SUNY) at Albany","Party","Mid_Career_90th_Percentile_Salary",209000
"University of Florida (UF)","Party","Mid_Career_90th_Percentile_Salary",172000
"Louisiana State University (LSU)","Party","Mid_Career_90th_Percentile_Salary",165000
"University of Georgia (UGA)","Party","Mid_Career_90th_Percentile_Salary",164000
"Pennsylvania State University (PSU)","Party","Mid_Career_90th_Percentile_Salary",160000
"Arizona State University (ASU)","Party","Mid_Career_90th_Percentile_Salary",163000
"Indiana University (IU), Bloomington","Party","Mid_Career_90th_Percentile_Salary",178000
"University of Iowa (UI)","Party","Mid_Career_90th_Percentile_Salary",163000
"Randolph-Macon College","Party","Mid_Career_90th_Percentile_Salary",NA
"University of Alabama, Tuscaloosa","Party","Mid_Career_90th_Percentile_Salary",161000
"University of Mississippi","Party","Mid_Career_90th_Percentile_Salary",186000
"University of New Hampshire (UNH)","Party","Mid_Career_90th_Percentile_Salary",147000
"West Virginia University (WVU)","Party","Mid_Career_90th_Percentile_Salary",141000
"University of Tennessee","Party","Mid_Career_90th_Percentile_Salary",153000
"Ohio University","Party","Mid_Career_90th_Percentile_Salary",150000
"Florida State University (FSU)","Party","Mid_Career_90th_Percentile_Salary",156000
"Bucknell University","Liberal Arts","Mid_Career_90th_Percentile_Salary",251000
"Colgate University","Liberal Arts","Mid_Career_90th_Percentile_Salary",265000
"Amherst College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Lafayette College","Liberal Arts","Mid_Career_90th_Percentile_Salary",204000
"Bowdoin College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"College of the Holy Cross","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Occidental College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Washington and Lee University","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Swarthmore College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Davidson College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Carleton College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Williams College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Pomona College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Wesleyan University (Middletown, Connecticut)","Liberal Arts","Mid_Career_90th_Percentile_Salary",215000
"Bates College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Union College","Liberal Arts","Mid_Career_90th_Percentile_Salary",230000
"University of Richmond","Liberal Arts","Mid_Career_90th_Percentile_Salary",211000
"Vassar College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Middlebury College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Mount Holyoke College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Franklin and Marshall College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"DePauw University","Liberal Arts","Mid_Career_90th_Percentile_Salary",185000
"St. Olaf College","Liberal Arts","Mid_Career_90th_Percentile_Salary",185000
"Colby College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Gettysburg College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Siena College","Liberal Arts","Mid_Career_90th_Percentile_Salary",189000
"Smith College","Liberal Arts","Mid_Career_90th_Percentile_Salary",184000
"Hamilton College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Randolph-Macon College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Wellesley College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Denison University","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Oberlin College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"University of Puget Sound","Liberal Arts","Mid_Career_90th_Percentile_Salary",137000
"Colorado College (CC)","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Reed College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Gustavus Adolphus College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Whitman College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Ursinus College","Liberal Arts","Mid_Career_90th_Percentile_Salary",160000
"Juniata College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Wittenberg University","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Grinnell College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Skidmore College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Moravian College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Lewis & Clark College","Liberal Arts","Mid_Career_90th_Percentile_Salary",140000
"Fort Lewis College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Thomas Aquinas College","Liberal Arts","Mid_Career_90th_Percentile_Salary",NA
"Evergreen State College","Liberal Arts","Mid_Career_90th_Percentile_Salary",120000
"Dartmouth College","Ivy League","Mid_Career_90th_Percentile_Salary",321000
"Princeton University","Ivy League","Mid_Career_90th_Percentile_Salary",261000
"Yale University","Ivy League","Mid_Career_90th_Percentile_Salary",326000
"Harvard University","Ivy League","Mid_Career_90th_Percentile_Salary",288000
"University of Pennsylvania","Ivy League","Mid_Career_90th_Percentile_Salary",282000
"Cornell University","Ivy League","Mid_Career_90th_Percentile_Salary",210000
"Brown University","Ivy League","Mid_Career_90th_Percentile_Salary",228000
"Columbia University","Ivy League","Mid_Career_90th_Percentile_Salary",241000
"University of California, Berkeley","State","Mid_Career_90th_Percentile_Salary",201000
"University of Virginia (UVA)","State","Mid_Career_90th_Percentile_Salary",215000
"Cal Poly San Luis Obispo","State","Mid_Career_90th_Percentile_Salary",178000
"University of California at Los Angeles (UCLA)","State","Mid_Career_90th_Percentile_Salary",193000
"University of California, San Diego (UCSD)","State","Mid_Career_90th_Percentile_Salary",177000
"University of California, Davis","State","Mid_Career_90th_Percentile_Salary",202000
"University of Colorado - Boulder (UCB)","State","Mid_Career_90th_Percentile_Salary",187000
"University of California, Irvine (UCI)","State","Mid_Career_90th_Percentile_Salary",172000
"University of Illinois at Urbana-Champaign (UIUC)","State","Mid_Career_90th_Percentile_Salary",177000
"Texas A&M University","State","Mid_Career_90th_Percentile_Salary",171000
"Binghamton University","State","Mid_Career_90th_Percentile_Salary",201000
"University of Missouri - Rolla (UMR)","State","Mid_Career_90th_Percentile_Salary",166000
"San Jose State University (SJSU)","State","Mid_Career_90th_Percentile_Salary",156000
"University of Maryland, College Park","State","Mid_Career_90th_Percentile_Salary",166000
"University of California, Santa Barbara (UCSB)","State","Mid_Career_90th_Percentile_Salary",173000
"University of Texas (UT) - Austin","State","Mid_Career_90th_Percentile_Salary",188000
"University of Michigan","State","Mid_Career_90th_Percentile_Salary",182000
"Stony Brook University","State","Mid_Career_90th_Percentile_Salary",181000
"State University of New York (SUNY) at Albany","State","Mid_Career_90th_Percentile_Salary",209000
"Rutgers University","State","Mid_Career_90th_Percentile_Salary",176000
"Purdue University","State","Mid_Career_90th_Percentile_Salary",168000
"University of Connecticut (UConn)","State","Mid_Career_90th_Percentile_Salary",162000
"University of Massachusetts (UMass) - Amherst","State","Mid_Career_90th_Percentile_Salary",168000
"California State University (CSU), Chico","State","Mid_Career_90th_Percentile_Salary",154000
"University of Florida (UF)","State","Mid_Career_90th_Percentile_Salary",172000
"University of Wisconsin (UW) - Madison","State","Mid_Career_90th_Percentile_Salary",170000
"Louisiana State University (LSU)","State","Mid_Career_90th_Percentile_Salary",165000
"California State University, Fullerton (CSUF)","State","Mid_Career_90th_Percentile_Salary",158000
"George Mason University","State","Mid_Career_90th_Percentile_Salary",150000
"University of Massachusetts (UMass) - Lowell","State","Mid_Career_90th_Percentile_Salary",158000
"San Francisco State University (SFSU)","State","Mid_Career_90th_Percentile_Salary",150000
"University of Arizona","State","Mid_Career_90th_Percentile_Salary",160000
"Clemson University","State","Mid_Career_90th_Percentile_Salary",150000
"University of Georgia (UGA)","State","Mid_Career_90th_Percentile_Salary",164000
"Pennsylvania State University (PSU)","State","Mid_Career_90th_Percentile_Salary",160000
"University of Washington (UW)","State","Mid_Career_90th_Percentile_Salary",149000
"Michigan State University (MSU)","State","Mid_Career_90th_Percentile_Salary",170000
"University of Rhode Island (URI)","State","Mid_Career_90th_Percentile_Salary",157000
"San Diego State University (SDSU)","State","Mid_Career_90th_Percentile_Salary",158000
"Auburn University","State","Mid_Career_90th_Percentile_Salary",145000
"Washington State University (WSU)","State","Mid_Career_90th_Percentile_Salary",162000
"California State University, Long Beach (CSULB)","State","Mid_Career_90th_Percentile_Salary",154000
"Iowa State University","State","Mid_Career_90th_Percentile_Salary",147000
"University of Delaware","State","Mid_Career_90th_Percentile_Salary",165000
"University of Colorado - Denver","State","Mid_Career_90th_Percentile_Salary",144000
"California State University, East Bay (CSUEB)","State","Mid_Career_90th_Percentile_Salary",155000
"State University of New York (SUNY) at Farmingdale","State","Mid_Career_90th_Percentile_Salary",162000
"University of Minnesota","State","Mid_Career_90th_Percentile_Salary",148000
"Arizona State University (ASU)","State","Mid_Career_90th_Percentile_Salary",163000
"University of California, Santa Cruz (UCSC)","State","Mid_Career_90th_Percentile_Salary",165000
"Indiana University (IU), Bloomington","State","Mid_Career_90th_Percentile_Salary",178000
"University of Iowa (UI)","State","Mid_Career_90th_Percentile_Salary",163000
"Ohio State University (OSU)","State","Mid_Career_90th_Percentile_Salary",162000
"North Carolina State University (NCSU)","State","Mid_Career_90th_Percentile_Salary",153000
"Oregon State University (OSU)","State","Mid_Career_90th_Percentile_Salary",146000
"University of Utah","State","Mid_Career_90th_Percentile_Salary",148000
"University of Nevada, Reno (UNR)","State","Mid_Career_90th_Percentile_Salary",143000
"University of Oklahoma","State","Mid_Career_90th_Percentile_Salary",167000
"University of Arkansas","State","Mid_Career_90th_Percentile_Salary",160000
"University of Vermont (UVM)","State","Mid_Career_90th_Percentile_Salary",194000
"University of Alabama at Huntsville (UAH)","State","Mid_Career_90th_Percentile_Salary",132000
"California State University, Sacramento (CSUS)","State","Mid_Career_90th_Percentile_Salary",154000
"University of Idaho","State","Mid_Career_90th_Percentile_Salary",142000
"University of Illinois at Chicago","State","Mid_Career_90th_Percentile_Salary",146000
"State University of New York (SUNY) at Buffalo","State","Mid_Career_90th_Percentile_Salary",147000
"University of Kansas","State","Mid_Career_90th_Percentile_Salary",156000
"University of New Mexico (UNM)","State","Mid_Career_90th_Percentile_Salary",141000
"University of North Carolina at Chapel Hill (UNCH)","State","Mid_Career_90th_Percentile_Salary",155000
"University of Alabama, Tuscaloosa","State","Mid_Career_90th_Percentile_Salary",161000
"University of California, Riverside (UCR)","State","Mid_Career_90th_Percentile_Salary",134000
"State University of New York (SUNY) at Geneseo","State","Mid_Career_90th_Percentile_Salary",173000
"University of Missouri - Columbia","State","Mid_Career_90th_Percentile_Salary",156000
"University of Nebraska","State","Mid_Career_90th_Percentile_Salary",156000
"University of Texas at Arlington (UTA)","State","Mid_Career_90th_Percentile_Salary",138000
"Northern Illinois University (NIU)","State","Mid_Career_90th_Percentile_Salary",161000
"Oklahoma State University","State","Mid_Career_90th_Percentile_Salary",151000
"University of North Dakota","State","Mid_Career_90th_Percentile_Salary",157000
"California State University, Northridge (CSUN)","State","Mid_Career_90th_Percentile_Salary",153000
"University of Houston (UH)","State","Mid_Career_90th_Percentile_Salary",141000
"University of Mississippi","State","Mid_Career_90th_Percentile_Salary",186000
"New Mexico State University","State","Mid_Career_90th_Percentile_Salary",131000
"Lamar University","State","Mid_Career_90th_Percentile_Salary",158000
"Mississippi State University (MSU)","State","Mid_Career_90th_Percentile_Salary",151000
"Colorado State University (CSU)","State","Mid_Career_90th_Percentile_Salary",150000
"Kansas State University (KSU)","State","Mid_Career_90th_Percentile_Salary",138000
"University of Wyoming (UW)","State","Mid_Career_90th_Percentile_Salary",145000
"Utah State University","State","Mid_Career_90th_Percentile_Salary",132000
"University of Wisconsin (UW) - Platteville","State","Mid_Career_90th_Percentile_Salary",139000
"University of Oregon","State","Mid_Career_90th_Percentile_Salary",186000
"University of Kentucky (UK)","State","Mid_Career_90th_Percentile_Salary",149000
"University of New Hampshire (UNH)","State","Mid_Career_90th_Percentile_Salary",147000
"University of Massachusetts (UMass) - Boston","State","Mid_Career_90th_Percentile_Salary",151000
"West Virginia University (WVU)","State","Mid_Career_90th_Percentile_Salary",141000
"University of Maryland Baltimore County (UMBC)","State","Mid_Career_90th_Percentile_Salary",130000
"North Dakota State University (NDSU)","State","Mid_Career_90th_Percentile_Salary",123000
"State University of New York (SUNY) at Oswego","State","Mid_Career_90th_Percentile_Salary",169000
"University of Massachusetts (UMass) - Dartmouth","State","Mid_Career_90th_Percentile_Salary",132000
"Montana State University - Bozeman","State","Mid_Career_90th_Percentile_Salary",151000
"State University of New York (SUNY) at Oneonta","State","Mid_Career_90th_Percentile_Salary",155000
"University of Louisiana (UL) at Lafayette","State","Mid_Career_90th_Percentile_Salary",163000
"State University of New York (SUNY) at Plattsburgh","State","Mid_Career_90th_Percentile_Salary",136000
"Wayne State University","State","Mid_Career_90th_Percentile_Salary",139000
"University of Hawaii","State","Mid_Career_90th_Percentile_Salary",128000
"University of Toledo","State","Mid_Career_90th_Percentile_Salary",133000
"Florida International University (FIU)","State","Mid_Career_90th_Percentile_Salary",136000
"University of Wisconsin (UW) - Whitewater","State","Mid_Career_90th_Percentile_Salary",150000
"Western Washington University","State","Mid_Career_90th_Percentile_Salary",119000
"Minnesota State University - Mankato","State","Mid_Career_90th_Percentile_Salary",140000
"University of Tennessee","State","Mid_Career_90th_Percentile_Salary",153000
"University of Wisconsin (UW) - Milwaukee","State","Mid_Career_90th_Percentile_Salary",123000
"University of Arkansas - Monticello (UAM)","State","Mid_Career_90th_Percentile_Salary",161000
"Penn State - Harrisburg","State","Mid_Career_90th_Percentile_Salary",150000
"University of North Carolina at Charlotte (UNCC)","State","Mid_Career_90th_Percentile_Salary",133000
"Georgia State University","State","Mid_Career_90th_Percentile_Salary",145000
"Western Michigan University (WMU)","State","Mid_Career_90th_Percentile_Salary",135000
"South Dakota State University (SDSU)","State","Mid_Career_90th_Percentile_Salary",129000
"Idaho State University","State","Mid_Career_90th_Percentile_Salary",143000
"Ohio University","State","Mid_Career_90th_Percentile_Salary",150000
"Illinois State University","State","Mid_Career_90th_Percentile_Salary",142000
"Cleveland State University","State","Mid_Career_90th_Percentile_Salary",137000
"Florida State University (FSU)","State","Mid_Career_90th_Percentile_Salary",156000
"University of Alaska, Anchorage","State","Mid_Career_90th_Percentile_Salary",137000
"Fitchburg State College","State","Mid_Career_90th_Percentile_Salary",151000
"University of Nebraska at Omaha","State","Mid_Career_90th_Percentile_Salary",126000
"Southern Illinois University Carbondale","State","Mid_Career_90th_Percentile_Salary",139000
"University of Texas at El Paso (UTEP)","State","Mid_Career_90th_Percentile_Salary",133000
"California State University, Dominguez Hills (CSUDH)","State","Mid_Career_90th_Percentile_Salary",132000
"University Of Maine","State","Mid_Career_90th_Percentile_Salary",141000
"Eastern Michigan University","State","Mid_Career_90th_Percentile_Salary",135000
"Bowling Green State University","State","Mid_Career_90th_Percentile_Salary",146000
"University of Montana","State","Mid_Career_90th_Percentile_Salary",138000
"University of Central Florida (UCF)","State","Mid_Career_90th_Percentile_Salary",125000
"University of South Carolina","State","Mid_Career_90th_Percentile_Salary",131000
"University of Nevada, Las Vegas (UNLV)","State","Mid_Career_90th_Percentile_Salary",128000
"St. Cloud State University","State","Mid_Career_90th_Percentile_Salary",126000
"University of Wisconsin (UW) - Parkside","State","Mid_Career_90th_Percentile_Salary",119000
"California State University (CSU), Stanislaus","State","Mid_Career_90th_Percentile_Salary",121000
"Humboldt State University","State","Mid_Career_90th_Percentile_Salary",117000
"Florida Atlantic University (FAU)","State","Mid_Career_90th_Percentile_Salary",137000
"University of South Florida (USF)","State","Mid_Career_90th_Percentile_Salary",131000
"Portland State University (PSU)","State","Mid_Career_90th_Percentile_Salary",123000
"Eastern Washington University","State","Mid_Career_90th_Percentile_Salary",117000
"University of Texas at San Antonio (UTSA)","State","Mid_Career_90th_Percentile_Salary",121000
"University of Akron","State","Mid_Career_90th_Percentile_Salary",127000
"State University of New York (SUNY) at Potsdam","State","Mid_Career_90th_Percentile_Salary",179000
"University of Alabama at Birmingham (UAB)","State","Mid_Career_90th_Percentile_Salary",125000
"University of Memphis (U of M)","State","Mid_Career_90th_Percentile_Salary",127000
"Boise State University (BSU)","State","Mid_Career_90th_Percentile_Salary",110000
"Missouri State University (MSU)","State","Mid_Career_90th_Percentile_Salary",134000
"University of Wisconsin (UW) - La Crosse","State","Mid_Career_90th_Percentile_Salary",133000
"Appalachian State University","State","Mid_Career_90th_Percentile_Salary",115000
"Virginia Commonwealth University (VCU)","State","Mid_Career_90th_Percentile_Salary",123000
"University of Wisconsin (UW) - Stout","State","Mid_Career_90th_Percentile_Salary",136000
"East Carolina University (ECU)","State","Mid_Career_90th_Percentile_Salary",151000
"Utah Valley State College","State","Mid_Career_90th_Percentile_Salary",110000
"University of Missouri - St. Louis (UMSL)","State","Mid_Career_90th_Percentile_Salary",144000
"Western Carolina University","State","Mid_Career_90th_Percentile_Salary",133000
"University of Wisconsin (UW) - Oshkosh","State","Mid_Career_90th_Percentile_Salary",138000
"State University of New York (SUNY) at Fredonia","State","Mid_Career_90th_Percentile_Salary",181000
"University of Missouri - Kansas City (UMKC)","State","Mid_Career_90th_Percentile_Salary",124000
"University of Wisconsin (UW) - Eau Claire","State","Mid_Career_90th_Percentile_Salary",125000
"Ball State University (BSU)","State","Mid_Career_90th_Percentile_Salary",128000
"University of North Carolina at Wilmington (UNCW)","State","Mid_Career_90th_Percentile_Salary",129000
"University of Wisconsin (UW) - Stevens Point","State","Mid_Career_90th_Percentile_Salary",128000
"University of Southern Maine","State","Mid_Career_90th_Percentile_Salary",117000
"Arkansas State University (ASU)","State","Mid_Career_90th_Percentile_Salary",118000
"Kent State University","State","Mid_Career_90th_Percentile_Salary",124000
"Tarleton State University (TSU)","State","Mid_Career_90th_Percentile_Salary",126000
"University of Wisconsin (UW) - Green Bay","State","Mid_Career_90th_Percentile_Salary",102000
"Morehead State University","State","Mid_Career_90th_Percentile_Salary",91300
"Austin Peay State University","State","Mid_Career_90th_Percentile_Salary",96200
"Pittsburg State University","State","Mid_Career_90th_Percentile_Salary",117000
"Southern Utah University","State","Mid_Career_90th_Percentile_Salary",116000
"Montana State University - Billings","State","Mid_Career_90th_Percentile_Salary",98900
"Black Hills State University","State","Mid_Career_90th_Percentile_Salary",87600
