"School_Name","School_Type","Salary_Type","Salary"
"University of Mississippi","State","Mid_Career_Median_Salary",79700
"New Mexico State University","State","Mid_Career_Median_Salary",79500
"Lamar University","State","Mid_Career_Median_Salary",79400
"Mississippi State University (MSU)","State","Mid_Career_Median_Salary",79300
"Colorado State University (CSU)","State","Mid_Career_Median_Salary",79000
"Kansas State University (KSU)","State","Mid_Career_Median_Salary",79000
"University of Wyoming (UW)","State","Mid_Career_Median_Salary",78700
"Utah State University","State","Mid_Career_Median_Salary",78700
"University of Wisconsin (UW) - Platteville","State","Mid_Career_Median_Salary",78500
"University of Oregon","State","Mid_Career_Median_Salary",78400
"University of Kentucky (UK)","State","Mid_Career_Median_Salary",78300
"University of New Hampshire (UNH)","State","Mid_Career_Median_Salary",78300
"University of Massachusetts (UMass) - Boston","State","Mid_Career_Median_Salary",78200
"West Virginia University (WVU)","State","Mid_Career_Median_Salary",78100
"University of Maryland Baltimore County (UMBC)","State","Mid_Career_Median_Salary",77800
"North Dakota State University (NDSU)","State","Mid_Career_Median_Salary",77800
"State University of New York (SUNY) at Oswego","State","Mid_Career_Median_Salary",77800
"University of Massachusetts (UMass) - Dartmouth","State","Mid_Career_Median_Salary",77700
"Montana State University - Bozeman","State","Mid_Career_Median_Salary",77500
"State University of New York (SUNY) at Oneonta","State","Mid_Career_Median_Salary",76700
"University of Louisiana (UL) at Lafayette","State","Mid_Career_Median_Salary",76300
"State University of New York (SUNY) at Plattsburgh","State","Mid_Career_Median_Salary",76200
"Wayne State University","State","Mid_Career_Median_Salary",76100
"University of Hawaii","State","Mid_Career_Median_Salary",76000
"University of Toledo","State","Mid_Career_Median_Salary",75900
"Florida International University (FIU)","State","Mid_Career_Median_Salary",75500
"University of Wisconsin (UW) - Whitewater","State","Mid_Career_Median_Salary",75500
"Western Washington University","State","Mid_Career_Median_Salary",75400
"Minnesota State University - Mankato","State","Mid_Career_Median_Salary",74700
"University of Tennessee","State","Mid_Career_Median_Salary",74600
"University of Wisconsin (UW) - Milwaukee","State","Mid_Career_Median_Salary",74600
"University of Arkansas - Monticello (UAM)","State","Mid_Career_Median_Salary",74500
"Penn State - Harrisburg","State","Mid_Career_Median_Salary",74000
"University of North Carolina at Charlotte (UNCC)","State","Mid_Career_Median_Salary",74000
"Georgia State University","State","Mid_Career_Median_Salary",74000
"Western Michigan University (WMU)","State","Mid_Career_Median_Salary",73800
"South Dakota State University (SDSU)","State","Mid_Career_Median_Salary",73500
"Idaho State University","State","Mid_Career_Median_Salary",73400
"Ohio University","State","Mid_Career_Median_Salary",73400
"Illinois State University","State","Mid_Career_Median_Salary",73400
"Cleveland State University","State","Mid_Career_Median_Salary",73100
"Florida State University (FSU)","State","Mid_Career_Median_Salary",73000
"University of Alaska, Anchorage","State","Mid_Career_Median_Salary",72600
"Fitchburg State College","State","Mid_Career_Median_Salary",72600
"University of Nebraska at Omaha","State","Mid_Career_Median_Salary",72600
"Southern Illinois University Carbondale","State","Mid_Career_Median_Salary",72500
"University of Texas at El Paso (UTEP)","State","Mid_Career_Median_Salary",72100
"California State University, Dominguez Hills (CSUDH)","State","Mid_Career_Median_Salary",72100
"University Of Maine","State","Mid_Career_Median_Salary",72100
"Eastern Michigan University","State","Mid_Career_Median_Salary",72100
"Bowling Green State University","State","Mid_Career_Median_Salary",72100
"University of Montana","State","Mid_Career_Median_Salary",71900
"University of Central Florida (UCF)","State","Mid_Career_Median_Salary",71700
"University of South Carolina","State","Mid_Career_Median_Salary",71700
"University of Nevada, Las Vegas (UNLV)","State","Mid_Career_Median_Salary",71600
"St. Cloud State University","State","Mid_Career_Median_Salary",71400
"University of Wisconsin (UW) - Parkside","State","Mid_Career_Median_Salary",71400
"California State University (CSU), Stanislaus","State","Mid_Career_Median_Salary",71400
"Humboldt State University","State","Mid_Career_Median_Salary",71300
"Florida Atlantic University (FAU)","State","Mid_Career_Median_Salary",71100
"University of South Florida (USF)","State","Mid_Career_Median_Salary",71100
"Portland State University (PSU)","State","Mid_Career_Median_Salary",70900
"Eastern Washington University","State","Mid_Career_Median_Salary",70900
"University of Texas at San Antonio (UTSA)","State","Mid_Career_Median_Salary",70700
"University of Akron","State","Mid_Career_Median_Salary",70300
"State University of New York (SUNY) at Potsdam","State","Mid_Career_Median_Salary",70300
"University of Alabama at Birmingham (UAB)","State","Mid_Career_Median_Salary",70100
"University of Memphis (U of M)","State","Mid_Career_Median_Salary",69700
"Boise State University (BSU)","State","Mid_Career_Median_Salary",69500
"Missouri State University (MSU)","State","Mid_Career_Median_Salary",69500
"University of Wisconsin (UW) - La Crosse","State","Mid_Career_Median_Salary",69300
"Appalachian State University","State","Mid_Career_Median_Salary",69100
"Virginia Commonwealth University (VCU)","State","Mid_Career_Median_Salary",68400
"University of Wisconsin (UW) - Stout","State","Mid_Career_Median_Salary",68300
"East Carolina University (ECU)","State","Mid_Career_Median_Salary",67500
"Utah Valley State College","State","Mid_Career_Median_Salary",67100
"University of Missouri - St. Louis (UMSL)","State","Mid_Career_Median_Salary",67100
"Western Carolina University","State","Mid_Career_Median_Salary",66600
"University of Wisconsin (UW) - Oshkosh","State","Mid_Career_Median_Salary",66400
"State University of New York (SUNY) at Fredonia","State","Mid_Career_Median_Salary",66200
"University of Missouri - Kansas City (UMKC)","State","Mid_Career_Median_Salary",65800
"University of Wisconsin (UW) - Eau Claire","State","Mid_Career_Median_Salary",64800
"Ball State University (BSU)","State","Mid_Career_Median_Salary",64500
"University of North Carolina at Wilmington (UNCW)","State","Mid_Career_Median_Salary",64400
"University of Wisconsin (UW) - Stevens Point","State","Mid_Career_Median_Salary",64000
"University of Southern Maine","State","Mid_Career_Median_Salary",63600
"Arkansas State University (ASU)","State","Mid_Career_Median_Salary",63300
"Kent State University","State","Mid_Career_Median_Salary",62600
"Tarleton State University (TSU)","State","Mid_Career_Median_Salary",62400
"University of Wisconsin (UW) - Green Bay","State","Mid_Career_Median_Salary",60600
"Morehead State University","State","Mid_Career_Median_Salary",60600
"Austin Peay State University","State","Mid_Career_Median_Salary",59200
"Pittsburg State University","State","Mid_Career_Median_Salary",58200
"Southern Utah University","State","Mid_Career_Median_Salary",56500
"Montana State University - Billings","State","Mid_Career_Median_Salary",50600
"Black Hills State University","State","Mid_Career_Median_Salary",43900
"Massachusetts Institute of Technology (MIT)","Engineering","Mid_Career_10th_Percentile_Salary",76800
"California Institute of Technology (CIT)","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Harvey Mudd College","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Polytechnic University of New York, Brooklyn","Engineering","Mid_Career_10th_Percentile_Salary",66800
"Cooper Union","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Worcester Polytechnic Institute (WPI)","Engineering","Mid_Career_10th_Percentile_Salary",80000
"Carnegie Mellon University (CMU)","Engineering","Mid_Career_10th_Percentile_Salary",63300
"Rensselaer Polytechnic Institute (RPI)","Engineering","Mid_Career_10th_Percentile_Salary",71600
"Georgia Institute of Technology","Engineering","Mid_Career_10th_Percentile_Salary",67200
"Colorado School of Mines","Engineering","Mid_Career_10th_Percentile_Salary",62200
"Stevens Institute of Technology","Engineering","Mid_Career_10th_Percentile_Salary",68700
"Illinois Institute of Technology (IIT)","Engineering","Mid_Career_10th_Percentile_Salary",56100
"Wentworth Institute of Technology","Engineering","Mid_Career_10th_Percentile_Salary",55200
"Virginia Polytechnic Institute and State University (Virginia Tech)","Engineering","Mid_Career_10th_Percentile_Salary",50600
"South Dakota School of Mines & Technology","Engineering","Mid_Career_10th_Percentile_Salary",71500
"New Mexico Institute of Mining and Technology (New Mexico Tech)","Engineering","Mid_Career_10th_Percentile_Salary",NA
"Rochester Institute of Technology (RIT)","Engineering","Mid_Career_10th_Percentile_Salary",45000
"Embry-Riddle Aeronautical University (ERAU)","Engineering","Mid_Career_10th_Percentile_Salary",49800
"Tennessee Technological University","Engineering","Mid_Career_10th_Percentile_Salary",42100
"University of Illinois at Urbana-Champaign (UIUC)","Party","Mid_Career_10th_Percentile_Salary",48200
"University of Maryland, College Park","Party","Mid_Career_10th_Percentile_Salary",50400
"University of California, Santa Barbara (UCSB)","Party","Mid_Career_10th_Percentile_Salary",51300
"University of Texas (UT) - Austin","Party","Mid_Career_10th_Percentile_Salary",50100
"State University of New York (SUNY) at Albany","Party","Mid_Career_10th_Percentile_Salary",47000
"University of Florida (UF)","Party","Mid_Career_10th_Percentile_Salary",45400
"Louisiana State University (LSU)","Party","Mid_Career_10th_Percentile_Salary",43700
"University of Georgia (UGA)","Party","Mid_Career_10th_Percentile_Salary",43100
"Pennsylvania State University (PSU)","Party","Mid_Career_10th_Percentile_Salary",46300
"Arizona State University (ASU)","Party","Mid_Career_10th_Percentile_Salary",44600
"Indiana University (IU), Bloomington","Party","Mid_Career_10th_Percentile_Salary",43600
"University of Iowa (UI)","Party","Mid_Career_10th_Percentile_Salary",43300
"Randolph-Macon College","Party","Mid_Career_10th_Percentile_Salary",NA
"University of Alabama, Tuscaloosa","Party","Mid_Career_10th_Percentile_Salary",40100
"University of Mississippi","Party","Mid_Career_10th_Percentile_Salary",40400
"University of New Hampshire (UNH)","Party","Mid_Career_10th_Percentile_Salary",41700
"West Virginia University (WVU)","Party","Mid_Career_10th_Percentile_Salary",39700
"University of Tennessee","Party","Mid_Career_10th_Percentile_Salary",41900
"Ohio University","Party","Mid_Career_10th_Percentile_Salary",36600
"Florida State University (FSU)","Party","Mid_Career_10th_Percentile_Salary",39600
"Bucknell University","Liberal Arts","Mid_Career_10th_Percentile_Salary",62800
"Colgate University","Liberal Arts","Mid_Career_10th_Percentile_Salary",60000
"Amherst College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Lafayette College","Liberal Arts","Mid_Career_10th_Percentile_Salary",70600
"Bowdoin College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"College of the Holy Cross","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Occidental College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Washington and Lee University","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Swarthmore College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Davidson College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Carleton College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Williams College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Pomona College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Wesleyan University (Middletown, Connecticut)","Liberal Arts","Mid_Career_10th_Percentile_Salary",42000
"Bates College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Union College","Liberal Arts","Mid_Career_10th_Percentile_Salary",48700
"University of Richmond","Liberal Arts","Mid_Career_10th_Percentile_Salary",44500
"Vassar College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Middlebury College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Mount Holyoke College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Franklin and Marshall College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"DePauw University","Liberal Arts","Mid_Career_10th_Percentile_Salary",49500
"St. Olaf College","Liberal Arts","Mid_Career_10th_Percentile_Salary",41300
"Colby College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Gettysburg College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Siena College","Liberal Arts","Mid_Career_10th_Percentile_Salary",38700
"Smith College","Liberal Arts","Mid_Career_10th_Percentile_Salary",45100
"Hamilton College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Randolph-Macon College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Wellesley College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Denison University","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Oberlin College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"University of Puget Sound","Liberal Arts","Mid_Career_10th_Percentile_Salary",48900
"Colorado College (CC)","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Reed College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Gustavus Adolphus College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Whitman College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Ursinus College","Liberal Arts","Mid_Career_10th_Percentile_Salary",35600
"Juniata College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Wittenberg University","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Grinnell College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Skidmore College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Moravian College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Lewis & Clark College","Liberal Arts","Mid_Career_10th_Percentile_Salary",38200
"Fort Lewis College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Thomas Aquinas College","Liberal Arts","Mid_Career_10th_Percentile_Salary",NA
"Evergreen State College","Liberal Arts","Mid_Career_10th_Percentile_Salary",38800
"Dartmouth College","Ivy League","Mid_Career_10th_Percentile_Salary",63100
"Princeton University","Ivy League","Mid_Career_10th_Percentile_Salary",68900
"Yale University","Ivy League","Mid_Career_10th_Percentile_Salary",58000
"Harvard University","Ivy League","Mid_Career_10th_Percentile_Salary",54800
"University of Pennsylvania","Ivy League","Mid_Career_10th_Percentile_Salary",55900
"Cornell University","Ivy League","Mid_Career_10th_Percentile_Salary",56800
"Brown University","Ivy League","Mid_Career_10th_Percentile_Salary",55400
"Columbia University","Ivy League","Mid_Career_10th_Percentile_Salary",50300
"University of California, Berkeley","State","Mid_Career_10th_Percentile_Salary",59500
"University of Virginia (UVA)","State","Mid_Career_10th_Percentile_Salary",52200
"Cal Poly San Luis Obispo","State","Mid_Career_10th_Percentile_Salary",55000
"University of California at Los Angeles (UCLA)","State","Mid_Career_10th_Percentile_Salary",51300
"University of California, San Diego (UCSD)","State","Mid_Career_10th_Percentile_Salary",51700
"University of California, Davis","State","Mid_Career_10th_Percentile_Salary",52000
"University of Colorado - Boulder (UCB)","State","Mid_Career_10th_Percentile_Salary",51600
"University of California, Irvine (UCI)","State","Mid_Career_10th_Percentile_Salary",47800
"University of Illinois at Urbana-Champaign (UIUC)","State","Mid_Career_10th_Percentile_Salary",48200
"Texas A&M University","State","Mid_Career_10th_Percentile_Salary",51100
"Binghamton University","State","Mid_Career_10th_Percentile_Salary",50900
"University of Missouri - Rolla (UMR)","State","Mid_Career_10th_Percentile_Salary",67600
"San Jose State University (SJSU)","State","Mid_Career_10th_Percentile_Salary",50700
"University of Maryland, College Park","State","Mid_Career_10th_Percentile_Salary",50400
"University of California, Santa Barbara (UCSB)","State","Mid_Career_10th_Percentile_Salary",51300
"University of Texas (UT) - Austin","State","Mid_Career_10th_Percentile_Salary",50100
"University of Michigan","State","Mid_Career_10th_Percentile_Salary",50900
"Stony Brook University","State","Mid_Career_10th_Percentile_Salary",47200
"State University of New York (SUNY) at Albany","State","Mid_Career_10th_Percentile_Salary",47000
"Rutgers University","State","Mid_Career_10th_Percentile_Salary",48100
"Purdue University","State","Mid_Career_10th_Percentile_Salary",49900
"University of Connecticut (UConn)","State","Mid_Career_10th_Percentile_Salary",46100
"University of Massachusetts (UMass) - Amherst","State","Mid_Career_10th_Percentile_Salary",43100
"California State University (CSU), Chico","State","Mid_Career_10th_Percentile_Salary",46800
"University of Florida (UF)","State","Mid_Career_10th_Percentile_Salary",45400
"University of Wisconsin (UW) - Madison","State","Mid_Career_10th_Percentile_Salary",47400
"Louisiana State University (LSU)","State","Mid_Career_10th_Percentile_Salary",43700
"California State University, Fullerton (CSUF)","State","Mid_Career_10th_Percentile_Salary",45400
"George Mason University","State","Mid_Career_10th_Percentile_Salary",51300
"University of Massachusetts (UMass) - Lowell","State","Mid_Career_10th_Percentile_Salary",50900
"San Francisco State University (SFSU)","State","Mid_Career_10th_Percentile_Salary",45100
"University of Arizona","State","Mid_Career_10th_Percentile_Salary",44800
"Clemson University","State","Mid_Career_10th_Percentile_Salary",50500
"University of Georgia (UGA)","State","Mid_Career_10th_Percentile_Salary",43100
"Pennsylvania State University (PSU)","State","Mid_Career_10th_Percentile_Salary",46300
"University of Washington (UW)","State","Mid_Career_10th_Percentile_Salary",47000
"Michigan State University (MSU)","State","Mid_Career_10th_Percentile_Salary",44200
"University of Rhode Island (URI)","State","Mid_Career_10th_Percentile_Salary",45400
"San Diego State University (SDSU)","State","Mid_Career_10th_Percentile_Salary",45500
"Auburn University","State","Mid_Career_10th_Percentile_Salary",45400
"Washington State University (WSU)","State","Mid_Career_10th_Percentile_Salary",43600
"California State University, Long Beach (CSULB)","State","Mid_Career_10th_Percentile_Salary",47400
"Iowa State University","State","Mid_Career_10th_Percentile_Salary",44400
"University of Delaware","State","Mid_Career_10th_Percentile_Salary",44500
"University of Colorado - Denver","State","Mid_Career_10th_Percentile_Salary",46400
"California State University, East Bay (CSUEB)","State","Mid_Career_10th_Percentile_Salary",46000
"State University of New York (SUNY) at Farmingdale","State","Mid_Career_10th_Percentile_Salary",50200
"University of Minnesota","State","Mid_Career_10th_Percentile_Salary",49000
"Arizona State University (ASU)","State","Mid_Career_10th_Percentile_Salary",44600
"University of California, Santa Cruz (UCSC)","State","Mid_Career_10th_Percentile_Salary",46100
"Indiana University (IU), Bloomington","State","Mid_Career_10th_Percentile_Salary",43600
"University of Iowa (UI)","State","Mid_Career_10th_Percentile_Salary",43300
"Ohio State University (OSU)","State","Mid_Career_10th_Percentile_Salary",45500
"North Carolina State University (NCSU)","State","Mid_Career_10th_Percentile_Salary",49200
"Oregon State University (OSU)","State","Mid_Career_10th_Percentile_Salary",46900
"University of Utah","State","Mid_Career_10th_Percentile_Salary",43000
"University of Nevada, Reno (UNR)","State","Mid_Career_10th_Percentile_Salary",41900
"University of Oklahoma","State","Mid_Career_10th_Percentile_Salary",41200
"University of Arkansas","State","Mid_Career_10th_Percentile_Salary",43200
"University of Vermont (UVM)","State","Mid_Career_10th_Percentile_Salary",44700
"University of Alabama at Huntsville (UAH)","State","Mid_Career_10th_Percentile_Salary",46100
"California State University, Sacramento (CSUS)","State","Mid_Career_10th_Percentile_Salary",42900
"University of Idaho","State","Mid_Career_10th_Percentile_Salary",43000
"University of Illinois at Chicago","State","Mid_Career_10th_Percentile_Salary",44700
"State University of New York (SUNY) at Buffalo","State","Mid_Career_10th_Percentile_Salary",45900
"University of Kansas","State","Mid_Career_10th_Percentile_Salary",44800
"University of New Mexico (UNM)","State","Mid_Career_10th_Percentile_Salary",41800
"University of North Carolina at Chapel Hill (UNCH)","State","Mid_Career_10th_Percentile_Salary",43400
"University of Alabama, Tuscaloosa","State","Mid_Career_10th_Percentile_Salary",40100
"University of California, Riverside (UCR)","State","Mid_Career_10th_Percentile_Salary",37200
"State University of New York (SUNY) at Geneseo","State","Mid_Career_10th_Percentile_Salary",39300
"University of Missouri - Columbia","State","Mid_Career_10th_Percentile_Salary",43500
"University of Nebraska","State","Mid_Career_10th_Percentile_Salary",42200
"University of Texas at Arlington (UTA)","State","Mid_Career_10th_Percentile_Salary",46400
"Northern Illinois University (NIU)","State","Mid_Career_10th_Percentile_Salary",43900
"Oklahoma State University","State","Mid_Career_10th_Percentile_Salary",40100
"University of North Dakota","State","Mid_Career_10th_Percentile_Salary",43400
"California State University, Northridge (CSUN)","State","Mid_Career_10th_Percentile_Salary",44500
"University of Houston (UH)","State","Mid_Career_10th_Percentile_Salary",42000
"University of Mississippi","State","Mid_Career_10th_Percentile_Salary",40400
"New Mexico State University","State","Mid_Career_10th_Percentile_Salary",37400
"Lamar University","State","Mid_Career_10th_Percentile_Salary",38700
"Mississippi State University (MSU)","State","Mid_Career_10th_Percentile_Salary",43300
"Colorado State University (CSU)","State","Mid_Career_10th_Percentile_Salary",43800
"Kansas State University (KSU)","State","Mid_Career_10th_Percentile_Salary",37200
"University of Wyoming (UW)","State","Mid_Career_10th_Percentile_Salary",41500
"Utah State University","State","Mid_Career_10th_Percentile_Salary",41600
"University of Wisconsin (UW) - Platteville","State","Mid_Career_10th_Percentile_Salary",48400
"University of Oregon","State","Mid_Career_10th_Percentile_Salary",38100
"University of Kentucky (UK)","State","Mid_Career_10th_Percentile_Salary",43000
"University of New Hampshire (UNH)","State","Mid_Career_10th_Percentile_Salary",41700
"University of Massachusetts (UMass) - Boston","State","Mid_Career_10th_Percentile_Salary",36300
"West Virginia University (WVU)","State","Mid_Career_10th_Percentile_Salary",39700
"University of Maryland Baltimore County (UMBC)","State","Mid_Career_10th_Percentile_Salary",46900
"North Dakota State University (NDSU)","State","Mid_Career_10th_Percentile_Salary",39000
"State University of New York (SUNY) at Oswego","State","Mid_Career_10th_Percentile_Salary",40400
"University of Massachusetts (UMass) - Dartmouth","State","Mid_Career_10th_Percentile_Salary",43300
"Montana State University - Bozeman","State","Mid_Career_10th_Percentile_Salary",40200
"State University of New York (SUNY) at Oneonta","State","Mid_Career_10th_Percentile_Salary",40000
"University of Louisiana (UL) at Lafayette","State","Mid_Career_10th_Percentile_Salary",42000
"State University of New York (SUNY) at Plattsburgh","State","Mid_Career_10th_Percentile_Salary",38400
"Wayne State University","State","Mid_Career_10th_Percentile_Salary",40100
"University of Hawaii","State","Mid_Career_10th_Percentile_Salary",40400
"University of Toledo","State","Mid_Career_10th_Percentile_Salary",40100
"Florida International University (FIU)","State","Mid_Career_10th_Percentile_Salary",40500
"University of Wisconsin (UW) - Whitewater","State","Mid_Career_10th_Percentile_Salary",38200
"Western Washington University","State","Mid_Career_10th_Percentile_Salary",41300
"Minnesota State University - Mankato","State","Mid_Career_10th_Percentile_Salary",39500
"University of Tennessee","State","Mid_Career_10th_Percentile_Salary",41900
"University of Wisconsin (UW) - Milwaukee","State","Mid_Career_10th_Percentile_Salary",40600
"University of Arkansas - Monticello (UAM)","State","Mid_Career_10th_Percentile_Salary",32800
"Penn State - Harrisburg","State","Mid_Career_10th_Percentile_Salary",44000
"University of North Carolina at Charlotte (UNCC)","State","Mid_Career_10th_Percentile_Salary",38200
"Georgia State University","State","Mid_Career_10th_Percentile_Salary",43000
"Western Michigan University (WMU)","State","Mid_Career_10th_Percentile_Salary",40100
"South Dakota State University (SDSU)","State","Mid_Career_10th_Percentile_Salary",34100
"Idaho State University","State","Mid_Career_10th_Percentile_Salary",35400
"Ohio University","State","Mid_Career_10th_Percentile_Salary",36600
"Illinois State University","State","Mid_Career_10th_Percentile_Salary",39100
"Cleveland State University","State","Mid_Career_10th_Percentile_Salary",39500
"Florida State University (FSU)","State","Mid_Career_10th_Percentile_Salary",39600
"University of Alaska, Anchorage","State","Mid_Career_10th_Percentile_Salary",39800
"Fitchburg State College","State","Mid_Career_10th_Percentile_Salary",43300
"University of Nebraska at Omaha","State","Mid_Career_10th_Percentile_Salary",39500
"Southern Illinois University Carbondale","State","Mid_Career_10th_Percentile_Salary",38300
"University of Texas at El Paso (UTEP)","State","Mid_Career_10th_Percentile_Salary",37700
"California State University, Dominguez Hills (CSUDH)","State","Mid_Career_10th_Percentile_Salary",30800
"University Of Maine","State","Mid_Career_10th_Percentile_Salary",41700
"Eastern Michigan University","State","Mid_Career_10th_Percentile_Salary",37900
"Bowling Green State University","State","Mid_Career_10th_Percentile_Salary",38200
"University of Montana","State","Mid_Career_10th_Percentile_Salary",37000
"University of Central Florida (UCF)","State","Mid_Career_10th_Percentile_Salary",39500
"University of South Carolina","State","Mid_Career_10th_Percentile_Salary",36300
"University of Nevada, Las Vegas (UNLV)","State","Mid_Career_10th_Percentile_Salary",39000
"St. Cloud State University","State","Mid_Career_10th_Percentile_Salary",38700
"University of Wisconsin (UW) - Parkside","State","Mid_Career_10th_Percentile_Salary",40900
"California State University (CSU), Stanislaus","State","Mid_Career_10th_Percentile_Salary",33700
"Humboldt State University","State","Mid_Career_10th_Percentile_Salary",36000
"Florida Atlantic University (FAU)","State","Mid_Career_10th_Percentile_Salary",40700
"University of South Florida (USF)","State","Mid_Career_10th_Percentile_Salary",39600
"Portland State University (PSU)","State","Mid_Career_10th_Percentile_Salary",40700
"Eastern Washington University","State","Mid_Career_10th_Percentile_Salary",36000
"University of Texas at San Antonio (UTSA)","State","Mid_Career_10th_Percentile_Salary",39100
"University of Akron","State","Mid_Career_10th_Percentile_Salary",40600
"State University of New York (SUNY) at Potsdam","State","Mid_Career_10th_Percentile_Salary",35100
"University of Alabama at Birmingham (UAB)","State","Mid_Career_10th_Percentile_Salary",43000
"University of Memphis (U of M)","State","Mid_Career_10th_Percentile_Salary",36100
"Boise State University (BSU)","State","Mid_Career_10th_Percentile_Salary",37400
"Missouri State University (MSU)","State","Mid_Career_10th_Percentile_Salary",33300
"University of Wisconsin (UW) - La Crosse","State","Mid_Career_10th_Percentile_Salary",37500
"Appalachian State University","State","Mid_Career_10th_Percentile_Salary",37200
"Virginia Commonwealth University (VCU)","State","Mid_Career_10th_Percentile_Salary",37400
"University of Wisconsin (UW) - Stout","State","Mid_Career_10th_Percentile_Salary",40900
"East Carolina University (ECU)","State","Mid_Career_10th_Percentile_Salary",38400
"Utah Valley State College","State","Mid_Career_10th_Percentile_Salary",27000
"University of Missouri - St. Louis (UMSL)","State","Mid_Career_10th_Percentile_Salary",36800
"Western Carolina University","State","Mid_Career_10th_Percentile_Salary",39000
"University of Wisconsin (UW) - Oshkosh","State","Mid_Career_10th_Percentile_Salary",37700
"State University of New York (SUNY) at Fredonia","State","Mid_Career_10th_Percentile_Salary",32800
"University of Missouri - Kansas City (UMKC)","State","Mid_Career_10th_Percentile_Salary",36300
"University of Wisconsin (UW) - Eau Claire","State","Mid_Career_10th_Percentile_Salary",35000
"Ball State University (BSU)","State","Mid_Career_10th_Percentile_Salary",35500
"University of North Carolina at Wilmington (UNCW)","State","Mid_Career_10th_Percentile_Salary",32100
"University of Wisconsin (UW) - Stevens Point","State","Mid_Career_10th_Percentile_Salary",38400
"University of Southern Maine","State","Mid_Career_10th_Percentile_Salary",40400
"Arkansas State University (ASU)","State","Mid_Career_10th_Percentile_Salary",33600
"Kent State University","State","Mid_Career_10th_Percentile_Salary",36100
"Tarleton State University (TSU)","State","Mid_Career_10th_Percentile_Salary",32100
"University of Wisconsin (UW) - Green Bay","State","Mid_Career_10th_Percentile_Salary",35500
"Morehead State University","State","Mid_Career_10th_Percentile_Salary",34300
"Austin Peay State University","State","Mid_Career_10th_Percentile_Salary",32200
"Pittsburg State University","State","Mid_Career_10th_Percentile_Salary",25600
"Southern Utah University","State","Mid_Career_10th_Percentile_Salary",30700
"Montana State University - Billings","State","Mid_Career_10th_Percentile_Salary",22600
"Black Hills State University","State","Mid_Career_10th_Percentile_Salary",27000
"Massachusetts Institute of Technology (MIT)","Engineering","Mid_Career_25th_Percentile_Salary",99200
"California Institute of Technology (CIT)","Engineering","Mid_Career_25th_Percentile_Salary",104000
"Harvey Mudd College","Engineering","Mid_Career_25th_Percentile_Salary",96000
"Polytechnic University of New York, Brooklyn","Engineering","Mid_Career_25th_Percentile_Salary",94300
"Cooper Union","Engineering","Mid_Career_25th_Percentile_Salary",80200
"Worcester Polytechnic Institute (WPI)","Engineering","Mid_Career_25th_Percentile_Salary",91200
"Carnegie Mellon University (CMU)","Engineering","Mid_Career_25th_Percentile_Salary",80100
"Rensselaer Polytechnic Institute (RPI)","Engineering","Mid_Career_25th_Percentile_Salary",85500
"Georgia Institute of Technology","Engineering","Mid_Career_25th_Percentile_Salary",85200
"Colorado School of Mines","Engineering","Mid_Career_25th_Percentile_Salary",87900
"Stevens Institute of Technology","Engineering","Mid_Career_25th_Percentile_Salary",81900
"Illinois Institute of Technology (IIT)","Engineering","Mid_Career_25th_Percentile_Salary",77400
